"process_date","processor","lake_code","lake_name","trawl_date","start_time","end_time","duration_mi","depth_m","trawl_number","fish_total","fish_id","species_code","fish_description","fish_length_mm","fish_weight_g","weight_conversion_formula","preservative_code","preservative_description","sample_number","sas_scale","sas_scale_book","age","aging_technique","aging_technique_name","source_file","comment","standardized_weight_g","species_code_comment","program_notes","trawl_unique_ID","fish_unique_ID","trawl_month","ats_year","start_time.dat","end_time.dat","scale","scale_book","source_file.dat","source_line","sample_type","trawl_location","trawl_number_comment","trawl_date_comment","time_comment","preservative_code_comment","depth_m_comment","start_time.sas","end_time.sas","source_file.sas",".joyn","scale_book_letter"
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,23,2,"Stickleback",53,1.67,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_23_1.67_53",8,1984,"01:24:00","01:39:00",NA,"1","trawl84.dat",42904,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,24,2,"Stickleback",55,1.64,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,1.47,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_24_1.64_55",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,24,2,"Stickleback",55,1.64,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_24_1.64_55",8,1984,"01:24:00","01:39:00",NA,"1","trawl84.dat",42907,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,25,2,"Stickleback",53,1.63,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,1.46,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_25_1.63_53",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,25,2,"Stickleback",53,1.63,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_25_1.63_53",8,1984,"01:24:00","01:39:00",NA,"1","trawl84.dat",42910,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,26,2,"Stickleback",64,2.09,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,1.87,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_26_2.09_64",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,26,2,"Stickleback",64,2.09,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_26_2.09_64",8,1984,"01:24:00","01:39:00",NA,"1","trawl84.dat",42913,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,27,2,"Stickleback",53,1.34,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,1.2,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_27_1.34_53",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,27,2,"Stickleback",53,1.34,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_27_1.34_53",8,1984,"01:24:00","01:39:00",NA,"1","trawl84.dat",42916,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,28,2,"Stickleback",58,1.93,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,1.73,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_28_1.93_58",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,28,2,"Stickleback",58,1.93,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_28_1.93_58",8,1984,"01:24:00","01:39:00",NA,"1","trawl84.dat",42919,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,29,2,"Stickleback",57,1.8,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.61,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_29_1.8_57",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,29,2,"Stickleback",57,1.8,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_29_1.8_57",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42922,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,2,2,"Stickleback",53,1.45,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,1.3,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_2_1.45_53",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,2,2,"Stickleback",53,1.45,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_2_1.45_53",8,1984,"01:24:00","01:39:00",NA,"1","trawl84.dat",42841,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,30,2,"Stickleback",56,1.78,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.6,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_30_1.78_56",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,30,2,"Stickleback",56,1.78,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_30_1.78_56",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42925,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,31,2,"Stickleback",55,1.62,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.45,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_31_1.62_55",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,31,2,"Stickleback",55,1.62,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_31_1.62_55",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42928,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,32,2,"Stickleback",60,1.98,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.78,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_32_1.98_60",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,32,2,"Stickleback",60,1.98,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_32_1.98_60",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42931,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,33,2,"Stickleback",56,1.77,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.59,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_33_1.77_56",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,33,2,"Stickleback",56,1.77,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_33_1.77_56",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42934,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,34,2,"Stickleback",57,2.07,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.86,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_34_2.07_57",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,34,2,"Stickleback",57,2.07,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_34_2.07_57",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42937,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,35,2,"Stickleback",51,1.43,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.28,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_35_1.43_51",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,35,2,"Stickleback",51,1.43,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_35_1.43_51",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42940,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,36,2,"Stickleback",54,1.49,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.34,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_36_1.49_54",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,36,2,"Stickleback",54,1.49,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_36_1.49_54",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42943,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,37,2,"Stickleback",56,1.9,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.7,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_37_1.9_56",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,37,2,"Stickleback",56,1.9,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_37_1.9_56",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42946,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,38,2,"Stickleback",54,1.69,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.52,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_38_1.69_54",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,38,2,"Stickleback",54,1.69,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_38_1.69_54",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42949,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,39,2,"Stickleback",54,1.6,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.43,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_39_1.6_54",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,39,2,"Stickleback",54,1.6,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_39_1.6_54",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42952,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,3,2,"Stickleback",55,1.86,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,1,NA,NA,NA,NA,NA,NA,1.67,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_3_1.86_55",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,3,2,"Stickleback",55,1.86,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_3_1.86_55",8,1984,"01:24:00","01:39:00",NA,"1","trawl84.dat",42844,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,40,2,"Stickleback",58,1.98,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.78,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_40_1.98_58",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,40,2,"Stickleback",58,1.98,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_40_1.98_58",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42955,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,41,2,"Stickleback",53,1.49,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.34,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_41_1.49_53",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,41,2,"Stickleback",53,1.49,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_41_1.49_53",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42958,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,42,2,"Stickleback",59,1.91,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.71,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_42_1.91_59",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,42,2,"Stickleback",59,1.91,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_42_1.91_59",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42961,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,43,2,"Stickleback",57,1.85,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.66,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_43_1.85_57",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,43,2,"Stickleback",57,1.85,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_43_1.85_57",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42964,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,44,2,"Stickleback",56,1.77,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.59,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_44_1.77_56",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,44,2,"Stickleback",56,1.77,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_44_1.77_56",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42967,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,45,2,"Stickleback",54,1.65,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.48,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_45_1.65_54",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,45,2,"Stickleback",54,1.65,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_45_1.65_54",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42970,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,46,2,"Stickleback",55,1.73,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.55,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_46_1.73_55",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,46,2,"Stickleback",55,1.73,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_46_1.73_55",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42973,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,47,2,"Stickleback",54,1.38,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.24,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_47_1.38_54",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,47,2,"Stickleback",54,1.38,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_47_1.38_54",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42976,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,40,48,2,"Stickleback",55,1.63,"std weight = weight/1.115100",1,"Formalin/5weeks",NA,2,NA,NA,NA,NA,NA,NA,1.46,NA,"AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_48_1.63_55",8,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:24:00","01:39:00","trawl84.sas7bdat","y",NA
"1985-03-08","18",40,"Kennedy L (Clay)","1984-08-15",NA,NA,"15",6,3,48,48,2,"Stickleback",55,1.63,"std weight = weight/1.115100",1,"Formalin/5weeks","1",NA,NA,NA,NA,NA,NA,NA,NA,"ADULTS","AA - Living Data Program - 2025","1984-08-15_40_3_6","1984-08-15_40_3_6_2_48_1.63_55",8,1984,"01:24:00","01:39:00",NA,"2","trawl84.dat",42979,"TR","TR 3-4","","",NA,NA,"",NA,NA,NA,"x",NA
