"trawl_date","trawl_comment","lake_code","process_date","processor","start_time","end_time","duration_mi","depth_m","trawl_number","gear_info","species_info_code","fish_description","species_code_comment","fish_length_mm","fish_weight_g","standardized_weight_g","fish_total","fish_id","preservative_code","sample_number","scale_book","scale_book_letter","sas_scale","sas_scale_book","age","aging_technique","aging_technique_name","source_files","source_line","trawl_unique_ID","fish_unique_ID","trawl_month","ats_year","sas_comment","time_comment","preservative_code_comment","depth_m_comments","trawl_date_comment","trawl_number_comment","program_notes","merging_update_type",".joyn","duplicate_flag","invalid_start_time","invalid_end_time","taxonomic_comment","species_code","genus_name","species_name","lake_comment","lake_name","lake_latitude","lake_longitude","no_species_name_comments","invalid_duration_time","calc_duration_time","duration_final","duration_comment","calc_end_time","calc_end_time_comment","preservative_code_issue","preservative_description","preservative_description_short","weight_conversion_formula","calc_value","preservative_note","scale_book_issues","scale_book_comment","gear_type","gear_type_comment","length_weight_comment","calc_std_weight_g","std_weight_g_comment"
"1992-08-12","TR 5-4.",22,"1994-04-08","41","22:02:00",NA,15,24,1,"2*2*7.5 NET",7,"Sockeye","Fry",41,0.66,59.19,135,126,1,"2",0,"","0","",NA,NA,NA,"trawl92.sas7bdat, TRAWL92.dat",21055,"1992-08-12_22_1_24","1992-08-12_22_1_24_7_126_66_41",8,1992,NA,NA,"10% FORMALIN - WGHD AFT 5 WKS","",NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,NA,NA,1,"Oncorhynchus","nerka",NA,"Woss Lake","50 deg 08 min","126 deg 38 min",NA,NA,NA,15,"duration could not be calculated","22:17:00","orig_end_time missing, calculated from orig_start_time + orig_duration_minutes",NA,"10% Formalin - weighed after 5 weeks","Formalin_10pct_5weeks","std weight = weight/1.115100",1.1151,"",NA,NA,"Trawl",NA,"weight changed to .66 from 66, likely typo",0.59,"does NOT match calc_std_weight_g"
"1992-08-12","TR 5-4.",22,"1994-04-08","41","22:02:00",NA,15,24,1,"2*2*7.5 NET",7,"Sockeye","Fry",46,0.97,86.99,135,133,1,"2",0,"","0","",NA,NA,NA,"trawl92.sas7bdat, TRAWL92.dat",21083,"1992-08-12_22_1_24","1992-08-12_22_1_24_7_133_97_46",8,1992,NA,NA,"10% FORMALIN - WGHD AFT 5 WKS","",NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,NA,NA,1,"Oncorhynchus","nerka",NA,"Woss Lake","50 deg 08 min","126 deg 38 min",NA,NA,NA,15,"duration could not be calculated","22:17:00","orig_end_time missing, calculated from orig_start_time + orig_duration_minutes",NA,"10% Formalin - weighed after 5 weeks","Formalin_10pct_5weeks","std weight = weight/1.115100",1.1151,"",NA,NA,"Trawl",NA,"weight changed to .97 mm from 97, likely typo",0.87,"does NOT match calc_std_weight_g"
"1992-08-12","MLT 4-3.",22,"1994-04-08","41",NA,NA,5,28,2,"2*2*7.5 NET",7,"Sockeye","Fry",46,1.05,94.16,166,133,1,"2",0,"","0","",NA,NA,NA,"trawl92.sas7bdat, TRAWL92.dat",21637,"1992-08-12_22_2_28","1992-08-12_22_2_28_7_133_105_46",8,1992,NA,NA,"10% FORMALIN - WGHD AFT 5 WKS","",NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,"Invalid format",NA,NA,1,"Oncorhynchus","nerka",NA,"Woss Lake","50 deg 08 min","126 deg 38 min",NA,NA,NA,5,"duration could not be calculated",NA,"end time could not be calculated",NA,"10% Formalin - weighed after 5 weeks","Formalin_10pct_5weeks","std weight = weight/1.115100",1.1151,"",NA,NA,"Trawl",NA,"weight changed to 1.05 from 105, likely typo",0.94,"does NOT match calc_std_weight_g"
"1992-08-12","MLT 4-3.",22,"1994-04-08","41",NA,NA,5,28,2,"2*2*7.5 NET",7,"Sockeye","Fry",42,0.66,59.19,166,134,1,"2",0,"","0","",NA,NA,NA,"trawl92.sas7bdat, TRAWL92.dat",21641,"1992-08-12_22_2_28","1992-08-12_22_2_28_7_134_66_42",8,1992,NA,NA,"10% FORMALIN - WGHD AFT 5 WKS","",NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,"Invalid format",NA,NA,1,"Oncorhynchus","nerka",NA,"Woss Lake","50 deg 08 min","126 deg 38 min",NA,NA,NA,5,"duration could not be calculated",NA,"end time could not be calculated",NA,"10% Formalin - weighed after 5 weeks","Formalin_10pct_5weeks","std weight = weight/1.115100",1.1151,"",NA,NA,"Trawl",NA,"weight changed to .66 from 66, likely typo",0.59,"does NOT match calc_std_weight_g"
"1992-08-12","TR 3-4. 2 JARS.",23,"1994-05-25","41","00:42:00",NA,15,31,4,"2*2*7.5 NET",7,"Sockeye","Fry",45,0.9,80.71,98,36,1,"2",0,"","0","",NA,NA,NA,"trawl92.sas7bdat, TRAWL92.dat",24155,"1992-08-12_23_4_31","1992-08-12_23_4_31_7_36_90_45",8,1992,NA,NA,"10% FORMALIN - WGHD AFT 5 WKS","",NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,NA,NA,1,"Oncorhynchus","nerka",NA,"Vernon Lake","50 deg 62 min","126 deg 26 min",NA,NA,NA,15,"duration could not be calculated","00:57:00","orig_end_time missing, calculated from orig_start_time + orig_duration_minutes",NA,"10% Formalin - weighed after 5 weeks","Formalin_10pct_5weeks","std weight = weight/1.115100",1.1151,"",NA,NA,"Trawl",NA,"weight changed to .90 from 90, likely typo",0.81,"does NOT match calc_std_weight_g"
"1993-02-25","TR4-4.",3,"1994-12-12","35","23:09:00",NA,15,55,3,"2*2*7.5 NET",2,"Stickleback","",45,0.96,86.09,6,1,1,"2",0,"A","0","A",NA,NA,NA,"trawl92.sas7bdat, TRAWL92.dat",3577,"1993-02-25_3_3_55","1993-02-25_3_3_55_2_1_96_45",2,1992,NA,NA,"10% FORMALIN - WGHD AFT 5 WKS","",NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,NA,NA,2,"Gasterosteus","aculeatus",NA,"Henderson Lake","49 deg 05 min","125 deg 02 min",NA,NA,NA,15,"duration could not be calculated","23:24:00","orig_end_time missing, calculated from orig_start_time + orig_duration_minutes",NA,"10% Formalin - weighed after 5 weeks","Formalin_10pct_5weeks","std weight = weight/1.115100",1.1151,"",NA,NA,"Trawl",NA,"weight changed to .96  from 96 g, likely typo",0.86,"does NOT match calc_std_weight_g"
"1993-02-25","TR4-4.",3,"1994-12-12","35","23:09:00",NA,15,55,3,"2*2*7.5 NET",2,"Stickleback","",41,0.75,67.26,6,3,1,"2",0,"A","0","A",NA,NA,NA,"trawl92.sas7bdat, TRAWL92.dat",3585,"1993-02-25_3_3_55","1993-02-25_3_3_55_2_3_75_41",2,1992,NA,NA,"10% FORMALIN - WGHD AFT 5 WKS","",NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,NA,NA,2,"Gasterosteus","aculeatus",NA,"Henderson Lake","49 deg 05 min","125 deg 02 min",NA,NA,NA,15,"duration could not be calculated","23:24:00","orig_end_time missing, calculated from orig_start_time + orig_duration_minutes",NA,"10% Formalin - weighed after 5 weeks","Formalin_10pct_5weeks","std weight = weight/1.115100",1.1151,"",NA,NA,"Trawl",NA,"weight changed to 0.75 g from 75, likely typo",0.67,"does NOT match calc_std_weight_g"
"1993-07-24","TR9-9.NEA PIKE.",8,"1997-09-24","37","02:07:00",NA,15,16,4,"2*2*7.5 NET",7,"Sockeye","Fry",39,0.6,53.81,142,46,1,"2",0,"","0","",NA,NA,NA,"trawl93.sas7bdat, TRAWL93.dat",18579,"1993-07-24_8_4_16","1993-07-24_8_4_16_7_46_60_39",7,1993,NA,NA,"0 0% FORMALIN - WGHD AFT 5 WKS","","","","AA - Living Data Program - 2025","Missing information added","y",NA,NA,NA,NA,1,"Oncorhynchus","nerka",NA,"Long Lake","51 deg 15 min","127 deg 10 min",NA,NA,NA,15,"duration could not be calculated","02:22:00","orig_end_time missing, calculated from orig_start_time + orig_duration_minutes",NA,"10% Formalin - weighed after 5 weeks","Formalin_10pct_5weeks","std weight = weight/1.115100",1.1151,"",NA,NA,"Trawl",NA,"weight changed to 0.6 g from 60, likely typo",0.54,"does NOT match calc_std_weight_g"
"1995-06-21","TR.4-3.",3,"1996-01-24","36","03:43:00",NA,15,18,3,"2*2*7.5 NET",7,"Sockeye","Fry",30,0.18,1.61,40,4,1,"2",0,"","0","",NA,NA,NA,"trawl95.sas7bdat, TRAWL95.dat",593,"1995-06-21_3_3_18","1995-06-21_3_3_18_7_4_1.8_30",6,1995,NA,NA,"10% FORMALIN - WGHD AFT 5 WKS","",NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,NA,NA,1,"Oncorhynchus","nerka",NA,"Henderson Lake","49 deg 05 min","125 deg 02 min",NA,NA,NA,15,"duration could not be calculated","03:58:00","orig_end_time missing, calculated from orig_start_time + orig_duration_minutes",NA,"10% Formalin - weighed after 5 weeks","Formalin_10pct_5weeks","std weight = weight/1.115100",1.1151,"",NA,NA,"Trawl",NA,"weight changed to 0.18 g from 1.8, likely typo",0.16,"does NOT match calc_std_weight_g"
"1995-08-26","MIKE WHITEAKER.TR11-10.",18,"1995-11-20","37","21:29:52",NA,15,0,11,"2*2*7.5 NET",7,"Sockeye","Fry",35,0.46,41.25,139,137,1,"2",0,"","0","",NA,NA,NA,"trawl95.sas7bdat, TRAWL95.dat",14051,"1995-08-26_18_11_0","1995-08-26_18_11_0_7_137_46_35",8,1995,NA,NA,"10% FORMALIN - WGHD AFT 5 WKS","",NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,NA,NA,1,"Oncorhynchus","nerka",NA,"Owikeno Lake","51 deg 41 min","126 deg 55 min",NA,NA,NA,15,"duration could not be calculated","21:44:52","orig_end_time missing, calculated from orig_start_time + orig_duration_minutes",NA,"10% Formalin - weighed after 5 weeks","Formalin_10pct_5weeks","std weight = weight/1.115100",1.1151,"",NA,NA,"Trawl",NA,"weight changed to 0.46 g from 46, likely typo",0.41,"does NOT match calc_std_weight_g"
"1995-08-26","MIKE WHITEAKER.TR10-11.",18,"1995-11-20","37","22:26:56",NA,15,7,13,"2*2*7.5 NET",7,"Sockeye","Fry",53,3.9,34.97,107,93,1,"2",0,"","0","",NA,NA,NA,"trawl95.sas7bdat, TRAWL95.dat",14939,"1995-08-26_18_13_7","1995-08-26_18_13_7_7_93_39_53",8,1995,NA,NA,"10% FORMALIN - WGHD AFT 5 WKS","",NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,NA,NA,1,"Oncorhynchus","nerka",NA,"Owikeno Lake","51 deg 41 min","126 deg 55 min",NA,NA,NA,15,"duration could not be calculated","22:41:56","orig_end_time missing, calculated from orig_start_time + orig_duration_minutes",NA,"10% Formalin - weighed after 5 weeks","Formalin_10pct_5weeks","std weight = weight/1.115100",1.1151,"",NA,NA,"Trawl",NA,"Unusual size",3.5,"does NOT match calc_std_weight_g"
"1995-08-26","MIKE WHITEAKER.TR10-11.",18,"1995-11-20","37","22:26:56",NA,15,7,13,"2*2*7.5 NET",7,"Sockeye","Fry",53,3.9,34.97,107,93,1,"2",0,"","0","",NA,NA,NA,"trawl95.sas7bdat, TRAWL95.dat",14939,"1995-08-26_18_13_7","1995-08-26_18_13_7_7_93_39_53",8,1995,NA,NA,"10% FORMALIN - WGHD AFT 5 WKS","",NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,NA,NA,1,"Oncorhynchus","nerka",NA,"Owikeno Lake","51 deg 41 min","126 deg 55 min",NA,NA,NA,15,"duration could not be calculated","22:41:56","orig_end_time missing, calculated from orig_start_time + orig_duration_minutes",NA,"10% Formalin - weighed after 5 weeks","Formalin_10pct_5weeks","std weight = weight/1.115100",1.1151,"",NA,NA,"Trawl",NA,"weight changed to 3.9 g from 39, likely typo",3.5,"does NOT match calc_std_weight_g"
"1995-08-28","TRANS 4.C.PENNER.",18,"1996-02-22","35","04:39:00",NA,15,0,37,"2*2*7.5 NET",7,"Sockeye","Fry",34,0.3,2.69,31,29,1,"2",0,"","0","",NA,NA,NA,"trawl95.sas7bdat, TRAWL95.dat",18721,"1995-08-28_18_37_0","1995-08-28_18_37_0_7_29_3_34",8,1995,NA,NA,"10% FORMALIN - WGHD AFT 5 WKS","",NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,NA,NA,1,"Oncorhynchus","nerka",NA,"Owikeno Lake","51 deg 41 min","126 deg 55 min",NA,NA,NA,15,"duration could not be calculated","04:54:00","orig_end_time missing, calculated from orig_start_time + orig_duration_minutes",NA,"10% Formalin - weighed after 5 weeks","Formalin_10pct_5weeks","std weight = weight/1.115100",1.1151,"",NA,NA,"Trawl",NA,"weight changed to 0.3 g from 3, likely typo",0.27,"does NOT match calc_std_weight_g"
"1998-09-24","PROCESSED BY ALAN HIRST. THE YEAR 00 NOT ACCEPTED 99=00. LOCATION 9A.",801,"2000-01-24","37","22:25:00",NA,30,17,11,"2*2*7.5 NET",7,"Sockeye","Fry",32,0.35,31.39,113,46,1,"2",0,NA,"0",NA,NA,NA,NA,"trawl98.sas7bdat, TRAWL98.dat",2217,"1998-09-24_801_11_17","1998-09-24_801_11_17_7_46_35_32",9,1998,NA,NA,"0 0% FORMALIN - WGHD AFT 5 WKS","",NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,NA,NA,1,"Oncorhynchus","nerka",NA,"Long Lake (A)","51 deg 15 min","127 deg 13 min",NA,NA,NA,30,"duration could not be calculated","22:55:00","orig_end_time missing, calculated from orig_start_time + orig_duration_minutes",NA,"10% Formalin - weighed after 5 weeks","Formalin_10pct_5weeks","std weight = weight/1.115100",1.1151,"",NA,NA,"Trawl",NA,"weight changed to 0.35 g from 35, likely typo",0.31,"does NOT match calc_std_weight_g"
