"trawl_date","trawl_comment","lake_code","process_date","processor","start_time","end_time","duration_mi","depth_m","trawl_number","sample_type","species_info_code","fish_description","species_code_comment","fish_length_mm","fish_weight_g","weight_conversion_formula","standardized_weight_g","fish_total","fish_id","preservative_code","preservative_description","sample_number","scale","scale_book","scale_book_letter","age","aging_technique","aging_technique_name","source_files","source_line","trawl_unique_ID","fish_unique_ID","trawl_month","ats_year","comment","time_comment","preservative_code_comment","depth_m_comment","trawl_date_comment","trawl_number_comment","program_notes","merging_update_type",".joyn","duplicate_flag","invalid_start_time","invalid_end_time","species_code","genus_name","species_name","lake_name","lake_latitude","lake_longitude","no_species_name_comments","invalid_duration_time","start_t","end_t","calc_duration_time","duration_final","duration_comment"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",53,1.54,"std weight = weight",1.54,38,19,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_19_1.54_53",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",33,0.37,"std weight = weight",0.37,38,1,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_1_0.37_33",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",54,1.63,"std weight = weight",1.63,38,20,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_20_1.63_54",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",54,1.62,"std weight = weight",1.62,38,21,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_21_1.62_54",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",54,1.41,"std weight = weight",1.41,38,22,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_22_1.41_54",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",55,1.58,"std weight = weight",1.58,38,23,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_23_1.58_55",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",55,1.56,"std weight = weight",1.56,38,24,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_24_1.56_55",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",58,1.86,"std weight = weight",1.86,38,25,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_25_1.86_58",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",58,2.03,"std weight = weight",2.03,38,26,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_26_2.03_58",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",58,1.86,"std weight = weight",1.86,38,27,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_27_1.86_58",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",59,1.88,"std weight = weight",1.88,38,28,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_28_1.88_59",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",62,2.04,"std weight = weight",2.04,38,29,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_29_2.04_62",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",44,0.88,"std weight = weight",0.88,38,2,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_2_0.88_44",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",63,2.33,"std weight = weight",2.33,38,30,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_30_2.33_63",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",66,2.88,"std weight = weight",2.88,38,31,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_31_2.88_66",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",68,3.02,"std weight = weight",3.02,38,32,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_32_3.02_68",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",68,3.39,"std weight = weight",3.39,38,33,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_33_3.39_68",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",69,3.37,"std weight = weight",3.37,38,34,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_34_3.37_69",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",71,3.22,"std weight = weight",3.22,38,35,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_35_3.22_71",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",74,4.02,"std weight = weight",4.02,38,36,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_36_4.02_74",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",74,3.91,"std weight = weight",3.91,38,37,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_37_3.91_74",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",79,5.14,"std weight = weight",5.14,38,38,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_38_5.14_79",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",44,0.86,"std weight = weight",0.86,38,3,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_3_0.86_44",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",48,1.04,"std weight = weight",1.04,38,4,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_4_1.04_48",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",48,1.24,"std weight = weight",1.24,38,5,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_5_1.24_48",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",48,1.15,"std weight = weight",1.15,38,6,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_6_1.15_48",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",48,1.24,"std weight = weight",1.24,38,7,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_7_1.24_48",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",48,0.97,"std weight = weight",0.97,38,8,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_8_0.97_48",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-10-11",NA,43,NA,NA,"20:03:00","20:35:00",33,"25","3",NA,1,"Sockeye","Fry",48,1.03,"std weight = weight",1.03,38,9,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-10-11_43_3_25","1978-10-11_43_3_25_1_9_1.03_48",10,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Meziadin Lake","56 deg 02 min","129 deg 15 min",NA,NA,20H 3M 0S,20H 35M 0S,32,33,"does NOT match calculated start_time and end_time, likely end_time error"
"1978-11-23",NA,23,NA,NA,"21:01:00","00:20:00",20,"58","4",NA,1,"Sockeye","Fry",62,2.22,"std weight = weight",2.22,1,1,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1978-11-23_23_4_58","1978-11-23_23_4_58_1_1_2.22_62",11,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Vernon Lake","50 deg 62 min","126 deg 26 min",NA,NA,21H 1M 0S,24H 20M 0S,199,20,"does NOT match calculated start_time and end_time, likely end_time error"
"1979-03-22",NA,8,NA,NA,"20:55:00","00:30:00",30,"50","5",NA,1,"Sockeye","Fry",59,2.06,"std weight = weight",2.06,16,10,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1979-03-22_8_5_50","1979-03-22_8_5_50_1_10_2.06_59",3,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Long Lake","51 deg 15 min","127 deg 10 min",NA,NA,20H 55M 0S,24H 30M 0S,215,30,"does NOT match calculated start_time and end_time, likely end_time error"
"1979-03-22",NA,8,NA,NA,"20:55:00","00:30:00",30,"50","5",NA,1,"Sockeye","Fry",59,2.2,"std weight = weight",2.2,16,11,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1979-03-22_8_5_50","1979-03-22_8_5_50_1_11_2.2_59",3,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Long Lake","51 deg 15 min","127 deg 10 min",NA,NA,20H 55M 0S,24H 30M 0S,215,30,"does NOT match calculated start_time and end_time, likely end_time error"
"1979-03-22",NA,8,NA,NA,"20:55:00","00:30:00",30,"50","5",NA,1,"Sockeye","Fry",60,2.04,"std weight = weight",2.04,16,12,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1979-03-22_8_5_50","1979-03-22_8_5_50_1_12_2.04_60",3,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Long Lake","51 deg 15 min","127 deg 10 min",NA,NA,20H 55M 0S,24H 30M 0S,215,30,"does NOT match calculated start_time and end_time, likely end_time error"
"1979-03-22",NA,8,NA,NA,"20:55:00","00:30:00",30,"50","5",NA,1,"Sockeye","Fry",61,2.4,"std weight = weight",2.4,16,13,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1979-03-22_8_5_50","1979-03-22_8_5_50_1_13_2.4_61",3,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Long Lake","51 deg 15 min","127 deg 10 min",NA,NA,20H 55M 0S,24H 30M 0S,215,30,"does NOT match calculated start_time and end_time, likely end_time error"
"1979-03-22",NA,8,NA,NA,"20:55:00","00:30:00",30,"50","5",NA,1,"Sockeye","Fry",62,2.53,"std weight = weight",2.53,16,14,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1979-03-22_8_5_50","1979-03-22_8_5_50_1_14_2.53_62",3,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Long Lake","51 deg 15 min","127 deg 10 min",NA,NA,20H 55M 0S,24H 30M 0S,215,30,"does NOT match calculated start_time and end_time, likely end_time error"
"1979-03-22",NA,8,NA,NA,"20:55:00","00:30:00",30,"50","5",NA,1,"Sockeye","Fry",62,2.41,"std weight = weight",2.41,16,15,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1979-03-22_8_5_50","1979-03-22_8_5_50_1_15_2.41_62",3,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Long Lake","51 deg 15 min","127 deg 10 min",NA,NA,20H 55M 0S,24H 30M 0S,215,30,"does NOT match calculated start_time and end_time, likely end_time error"
"1979-03-22",NA,8,NA,NA,"20:55:00","00:30:00",30,"50","5",NA,1,"Sockeye","Fry",63,2.72,"std weight = weight",2.72,16,16,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1979-03-22_8_5_50","1979-03-22_8_5_50_1_16_2.72_63",3,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Long Lake","51 deg 15 min","127 deg 10 min",NA,NA,20H 55M 0S,24H 30M 0S,215,30,"does NOT match calculated start_time and end_time, likely end_time error"
"1979-03-22",NA,8,NA,NA,"20:55:00","00:30:00",30,"50","5",NA,1,"Sockeye","Fry",48,1.19,"std weight = weight",1.19,16,1,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1979-03-22_8_5_50","1979-03-22_8_5_50_1_1_1.19_48",3,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Long Lake","51 deg 15 min","127 deg 10 min",NA,NA,20H 55M 0S,24H 30M 0S,215,30,"does NOT match calculated start_time and end_time, likely end_time error"
"1979-03-22",NA,8,NA,NA,"20:55:00","00:30:00",30,"50","5",NA,1,"Sockeye","Fry",49,1.06,"std weight = weight",1.06,16,2,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1979-03-22_8_5_50","1979-03-22_8_5_50_1_2_1.06_49",3,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Long Lake","51 deg 15 min","127 deg 10 min",NA,NA,20H 55M 0S,24H 30M 0S,215,30,"does NOT match calculated start_time and end_time, likely end_time error"
"1979-03-22",NA,8,NA,NA,"20:55:00","00:30:00",30,"50","5",NA,1,"Sockeye","Fry",51,1.26,"std weight = weight",1.26,16,3,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1979-03-22_8_5_50","1979-03-22_8_5_50_1_3_1.26_51",3,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Long Lake","51 deg 15 min","127 deg 10 min",NA,NA,20H 55M 0S,24H 30M 0S,215,30,"does NOT match calculated start_time and end_time, likely end_time error"
"1979-03-22",NA,8,NA,NA,"20:55:00","00:30:00",30,"50","5",NA,1,"Sockeye","Fry",55,1.82,"std weight = weight",1.82,16,4,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1979-03-22_8_5_50","1979-03-22_8_5_50_1_4_1.82_55",3,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Long Lake","51 deg 15 min","127 deg 10 min",NA,NA,20H 55M 0S,24H 30M 0S,215,30,"does NOT match calculated start_time and end_time, likely end_time error"
"1979-03-22",NA,8,NA,NA,"20:55:00","00:30:00",30,"50","5",NA,1,"Sockeye","Fry",55,1.66,"std weight = weight",1.66,16,5,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1979-03-22_8_5_50","1979-03-22_8_5_50_1_5_1.66_55",3,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Long Lake","51 deg 15 min","127 deg 10 min",NA,NA,20H 55M 0S,24H 30M 0S,215,30,"does NOT match calculated start_time and end_time, likely end_time error"
"1979-03-22",NA,8,NA,NA,"20:55:00","00:30:00",30,"50","5",NA,1,"Sockeye","Fry",57,1.91,"std weight = weight",1.91,16,6,0,"Fresh",NA,NA,NA,NA,NA,5,"Defaulted","trawl78.sas7bdat",NA,"1979-03-22_8_5_50","1979-03-22_8_5_50_1_6_1.91_57",3,1978,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,NA,NA,NA,1,"Oncorhynchus","nerka","Long Lake","51 deg 15 min","127 deg 10 min",NA,NA,20H 55M 0S,24H 30M 0S,215,30,"does NOT match calculated start_time and end_time, likely end_time error"
