"trawl_date","trawl_comment","lake_code","lake_name","process_date","processor","start_time","end_time","start_time.sas","end_time.sas","start_time.dat","end_time.dat","duration_mi","depth_m","trawl_number","gear_info","species_code","fish_description","species_code_comment","fish_length_mm","fish_weight_g","weight_conversion_formula","standardized_weight_g","fish_total","fish_id","preservative_code","preservative_description","sample_number","scale_book","scale_book_letter","sas_scale","sas_scale_book","age","aging_technique","aging_technique_name","source_files","source_line","trawl_unique_ID","fish_unique_ID","trawl_month","ats_year","sas_comment","time_comment","preservative_code_comment","depth_m_comment","trawl_date_comment","trawl_number_comment","program_notes","merging_update_type",".joyn"
"1991-10-23","TR4-3.STICKLEBACK SUBADULT.",40,"Kennedy L (Clay)","1992-05-07","37",NA,NA," 00:40:00.00000",NA,"00:40:00",NA,"15",34,6,"2*2*7.5 NET",2,"Stickleback","STICKLEBACK",30,0.23,"std weight = weight/1.115100",0.21,4,3,1,"Formalin/5weeks","2","0","",0,"",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",30811,"1991-10-23_40_6_34","1991-10-23_40_6_34_2_3_0.23_30",10,1991,"",NA,"10% FORMALIN - WGHD AFT 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x"
"1991-10-23","TR4-3.STICKLEBACK ADULT.",40,"Kennedy L (Clay)","1992-05-07","37",NA,NA,NA,NA,"00:40:00",NA,"15",34,6,"2*2*7.5 NET",2,"Stickleback","STICKLEBACK",30,0.23,"std weight = weight/1.115100",NA,6,3,1,"Formalin/5weeks","2","0","",NA,NA,NA,NA,NA,"TRAWL91.dat",30469,"1991-10-23_40_6_34","1991-10-23_40_6_34_2_3_0.23_30",10,1991,NA,NA,"10% FORMALIN - WGHD AFT 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Single-row","x"
"1991-10-24","TR2-3.STICKLEBACK SUBADULT.",41,"Kennedy L (Main)","1992-05-06","37",NA,NA," 02:06:00.00000",NA,"02:06:00",NA,"15",23,4,"2*2*7.5 NET",2,"Stickleback","STICKLEBACK",31,0.24,"std weight = weight/1.115100",0.22,26,10,1,"Formalin/5weeks","2","0","",0,"",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",32629,"1991-10-24_41_4_23","1991-10-24_41_4_23_2_10_0.24_31",10,1991,"",NA,"10% FORMALIN - WGHD AFT 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x"
"1991-10-24","TR2-3.STICKLEBACK ADULT.",41,"Kennedy L (Main)","1992-05-06","37",NA,NA,NA,NA,"02:06:00",NA,"15",23,4,"2*2*7.5 NET",2,"Stickleback","STICKLEBACK",31,0.24,"std weight = weight/1.115100",NA,56,10,1,"Formalin/5weeks","2","0","",NA,NA,NA,NA,NA,"TRAWL91.dat",30891,"1991-10-24_41_4_23","1991-10-24_41_4_23_2_10_0.24_31",10,1991,NA,NA,"10% FORMALIN - WGHD AFT 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Single-row","x"
"1991-10-24","TR2-3.STICKLEBACK FRY.",41,"Kennedy L (Main)","1992-05-06","37",NA,NA," 02:06:00.00000",NA,"02:06:00",NA,"15",23,4,"2*2*7.5 NET",2,"Stickleback","STICKLEBACK",27,0.14,"std weight = weight/1.115100",0.13,29,22,1,"Formalin/5weeks","2","0","",0,"",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",31711,"1991-10-24_41_4_23","1991-10-24_41_4_23_2_22_0.14_27",10,1991,"",NA,"10% FORMALIN - WGHD AFT 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x"
"1991-10-24","TR2-3.STICKLEBACK ADULT.",41,"Kennedy L (Main)","1992-05-06","37",NA,NA,NA,NA,"02:06:00",NA,"15",23,4,"2*2*7.5 NET",2,"Stickleback","STICKLEBACK",27,0.14,"std weight = weight/1.115100",NA,56,22,1,"Formalin/5weeks","2","0","",NA,NA,NA,NA,NA,"TRAWL91.dat",30939,"1991-10-24_41_4_23","1991-10-24_41_4_23_2_22_0.14_27",10,1991,NA,NA,"10% FORMALIN - WGHD AFT 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Single-row","x"
"1996-11-19","NEA PIKE.",2,"Sproat Lk","1997-12-29","37",NA,NA,NA,NA,"00:00:00",NA,"15",25,10,"2*2*7.5NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",73,3.89,"std weight = weight/1.115100",3.49,1,1,11,"Formalin/5weeks","2","0","",0,"",NA,NA,NA,"trawl96.sas7bdat, TRAWL96.dat",17667,"1996-11-19_2_10_25","1996-11-19_2_10_25_7_1_3.89_73",11,1996,"",NA,"0  0% FORMALIN - WGHD AFT 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x"
"1996-11-19","NEA PIKE.",2,"Sproat Lk","1997-12-29","37",NA,NA,NA,NA,"00:00:00",NA,"15",25,10,"2*2*7.5NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",73,3.89,NA,NA,18,1,11,NA,"2","0","",NA,NA,NA,NA,NA,"TRAWL96.dat",17477,"1996-11-19_2_10_25","1996-11-19_2_10_25_7_1_3.89_73",11,1996,NA,NA,"0  0% FORMALIN - WGHD AFT 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Single-row","x"
"1997-08-28","THE OBSERVER IS MIKE MCCULLOCH FOR PAUL RANKIN.",8,"Long  Lk","1997-12-17","99",NA,NA,"21:22:56",NA,"21:23:00",NA,"15",0,1,"2*2*7.5TRAWL",7,"Sockeye (Fry)","SOCKEYE (FRY)",25,0.12,"std weight = weight/1.115100",0.11,1,1,11,"Formalin/5weeks","2","0","",0,"",NA,NA,NA,"trawl97.sas7bdat, TRAWL97.dat",1859,"1997-08-28_8_1_0","1997-08-28_8_1_0_7_1_0.12_25",8,1997,NA,NA,"0 0% FORMALIN - WGHD AFT 5 WKS",NA,"<---changed from 280897 by pr,23Mar2000",NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x"
"1997-08-28","THE OBSERVER IS MIKE MCCULLOCH FOR PAUL RANKIN.",8,"Long  Lk","1997-12-17","99",NA,NA,NA,NA,"21:23:00",NA,"15",0,1,"2*2*7.5TRAWL",7,"Sockeye (Fry)","SOCKEYE (FRY)",25,0.12,NA,NA,40,1,11,NA,"2","0","",NA,NA,NA,NA,NA,"TRAWL97.dat",2957,"1997-08-28_8_1_0","1997-08-28_8_1_0_7_1_0.12_25",8,1997,NA,NA,"0 0% FORMALIN - WGHD AFT 5 WKS",NA,"<---changed from 280997 by pr,23Mar2000",NA,"AA - Living Data Program - 2025","Single-row","x"
