"trawl_date","trawl_comment","lake_code","lake_name","process_date","processor","start_time","end_time","start_time.sas","end_time.sas","start_time.dat","end_time.dat","duration_mi","depth_m","trawl_number","sample_type","species_code","fish_description","species_code_comment","fish_length_mm","fish_weight_g","weight_conversion_formula","standardized_weight_g","fish_total","fish_id","preservative_code","preservative_description","sample_number","scale","scale_book","scale_book_letter","age","aging_technique","aging_technique_name","source_files","source_line","trawl_unique_ID","fish_unique_ID","trawl_month","ats_year","comment","time_comment","preservative_code_comment","depth_m_comment","trawl_date_comment","trawl_number_comment","program_notes","merging_update_type",".joyn","duplicate_flag","invalid_start_time"
"1991-06-20","BEACH SEINE.SITE 4A.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-22","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",32,0.15,"std weight = weight/0.868429",0.17,17,7,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35219,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_7_0.15_32",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","BEACH SEINE.SITE 5A.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-22","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",32,0.17,"std weight = weight/0.868429",0.2,48,7,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",36081,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_7_0.17_32",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","BEACH SEINE.SITE 2A.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-23","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",30,0.1,"std weight = weight/0.868429",0.12,11,7,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",33867,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_7_0.1_30",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",30,0.15,"std weight = weight/0.868429",0.17,104,80,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35777,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_80_0.15_30",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",28,0.11,"std weight = weight/0.868429",0.13,104,81,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35781,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_81_0.11_28",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",31,0.17,"std weight = weight/0.868429",0.2,104,82,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35785,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_82_0.17_31",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",29,0.15,"std weight = weight/0.868429",0.17,104,83,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35789,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_83_0.15_29",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",29,0.14,"std weight = weight/0.868429",0.16,104,84,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35793,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_84_0.14_29",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",30,0.15,"std weight = weight/0.868429",0.17,104,85,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35797,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_85_0.15_30",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",29,0.12,"std weight = weight/0.868429",0.14,104,86,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35801,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_86_0.12_29",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",26,0.08,"std weight = weight/0.868429",0.09,104,87,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35805,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_87_0.08_26",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",30,0.14,"std weight = weight/0.868429",0.16,104,88,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35809,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_88_0.14_30",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",32,0.17,"std weight = weight/0.868429",0.2,104,89,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35813,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_89_0.17_32",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","BEACH SEINE.SITE 5A.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-22","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",29,0.08,"std weight = weight/0.868429",0.09,48,8,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",36085,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_8_0.08_29",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","BEACH SEINE.SITE 5B.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",29,0.11,"std weight = weight/0.868429",0.13,34,8,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",36453,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_8_0.11_29",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SECONDARY SEINING.SOUTH END.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-22","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",30,0.12,"std weight = weight/0.868429",0.14,16,8,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",33775,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_8_0.12_30",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","BEACH SEINE.SITE 4A.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-22","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",32,0.12,"std weight = weight/0.868429",0.14,17,8,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35223,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_8_0.12_32",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",30,0.14,"std weight = weight/0.868429",0.16,104,8,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35489,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_8_0.14_30",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","BEACH SEINE.SITE 2A.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-23","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",32,0.14,"std weight = weight/0.868429",0.16,11,8,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",33871,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_8_0.14_32",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",29,0.12,"std weight = weight/0.868429",0.14,104,90,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35817,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_90_0.12_29",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",30,0.15,"std weight = weight/0.868429",0.17,104,91,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35821,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_91_0.15_30",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",29,0.15,"std weight = weight/0.868429",0.17,104,92,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35825,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_92_0.15_29",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",29,0.11,"std weight = weight/0.868429",0.13,104,93,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35829,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_93_0.11_29",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",30,0.12,"std weight = weight/0.868429",0.14,104,94,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35833,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_94_0.12_30",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",27,0.1,"std weight = weight/0.868429",0.12,104,95,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35837,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_95_0.1_27",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",30,0.12,"std weight = weight/0.868429",0.14,104,96,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35841,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_96_0.12_30",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",28,0.14,"std weight = weight/0.868429",0.16,104,97,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35845,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_97_0.14_28",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",29,0.12,"std weight = weight/0.868429",0.14,104,98,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35849,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_98_0.12_29",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",28,0.15,"std weight = weight/0.868429",0.17,104,99,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35853,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_99_0.15_28",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","BEACH SEINE.SITE 5B.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",30,0.12,"std weight = weight/0.868429",0.14,34,9,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",36457,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_9_0.12_30",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","BEACH SEINE.SITE 4A.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-22","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",31,0.12,"std weight = weight/0.868429",0.14,17,9,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35227,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_9_0.12_31",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",30,0.14,"std weight = weight/0.868429",0.16,104,9,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35493,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_9_0.14_30",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","SECONDARY SEINING.SOUTH END.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-22","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",32,0.14,"std weight = weight/0.868429",0.16,16,9,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",33779,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_9_0.14_32",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","BEACH SEINE.SITE 2A.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-23","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",33,0.15,"std weight = weight/0.868429",0.17,11,9,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",33875,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_9_0.15_33",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-06-20","BEACH SEINE.SITE 5A.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-22","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",31,0.16,"std weight = weight/0.868429",0.18,48,9,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",36089,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_9_0.16_31",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-07-15","2X2M TRAWL.TIME?TR6-5.",66,"Tatsamenie Lk","1992-01-31","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"15",8,2,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",30,0.12,"std weight = weight/0.868429",0.14,1,1,2,"70% ETOH/5weeks","2",0,"","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",8863,"1991-07-15_66_2_8","1991-07-15_66_2_8_7_1_0.12_30",7,1991,"",NA,"70 % OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1991-07-16","TR2-1?NO TIME OR DURATION TIME.",66,"Tatsamenie Lk","1992-01-29","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",20,15,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",29,0.1,"std weight = weight/0.868429",0.12,1,1,2,"70% ETOH/5weeks","2",0,"","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",8845,"1991-07-16_66_15_20","1991-07-16_66_15_20_7_1_0.1_29",7,1991,"",NA,"70 % OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","NA updates","y",NA,"Invalid format"
"1991-07-17","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",67,"Trapper Lk","1992-01-28","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",37,0.27,"std weight = weight/0.868429",0.31,206,100,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",34535,"1991-07-17_67_1_99","1991-07-17_67_1_99_7_100_0.27_37",7,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-07-17","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",67,"Trapper Lk","1992-01-28","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",35,0.17,"std weight = weight/0.868429",0.2,206,101,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",34539,"1991-07-17_67_1_99","1991-07-17_67_1_99_7_101_0.17_35",7,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
"1991-07-17","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",67,"Trapper Lk","1992-01-28","37",NA,NA,"100:38:24",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",33,0.16,"std weight = weight/0.868429",0.18,206,102,2,"70% ETOH/5weeks","2",0,"0","",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",34543,"1991-07-17_67_1_99","1991-07-17_67_1_99_7_102_0.16_33",7,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Conflict within","x",NA,"Invalid format"
