"trawl_date","trawl_location","lake_code","process_date","processor","start_time","end_time","start_time.sas","end_time.sas","start_time.dat","end_time.dat","duration_mi","depth_m","trawl_number","sample_type","species_code","fish_description","species_code_comment","fish_length_mm","fish_weight_g","weight_conversion_formula","standardized_weight_g","fish_total","fish_id","preservative_code","preservative_description","sample_number","scale","scale_book","scale_book_letter","age","aging_technique","aging_technique_name","source_files","source_line","trawl_unique_ID","fish_unique_ID","trawl_month","ats_year","comment","time_comment","preservative_code_comment","depth_m_comment","trawl_date_comment","trawl_number_comment","program_notes","merging_update_type",".joyn","invalid_start_time","fish_scientific_genus","fish_scientific_species","lake_name","lake_latitude","lake_longitude"
"1982-03-12",NA,40,NA,"99","00:55:00","01:10:00",NA,NA,NA,NA,"15",22,6,NA,99,NA,"",26,0.18,NA,NA,9,2,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-12_40_6_22","1982-03-12_40_6_22_99_2_0.18_26",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-12",NA,40,NA,"99","00:55:00","01:10:00",NA,NA,NA,NA,"15",22,6,NA,99,NA,"",25,0.12,NA,NA,9,3,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-12_40_6_22","1982-03-12_40_6_22_99_3_0.12_25",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-12",NA,40,NA,"99","00:55:00","01:10:00",NA,NA,NA,NA,"15",22,6,NA,99,NA,"",25,0.13,NA,NA,9,4,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-12_40_6_22","1982-03-12_40_6_22_99_4_0.13_25",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-12",NA,40,NA,"99","00:55:00","01:10:00",NA,NA,NA,NA,"15",22,6,NA,99,NA,"",27,0.18,NA,NA,9,5,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-12_40_6_22","1982-03-12_40_6_22_99_5_0.18_27",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-12",NA,40,NA,"99","00:55:00","01:10:00",NA,NA,NA,NA,"15",22,6,NA,99,NA,"",26,0.14,NA,NA,9,6,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-12_40_6_22","1982-03-12_40_6_22_99_6_0.14_26",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-12",NA,40,NA,"99","00:55:00","01:10:00",NA,NA,NA,NA,"15",22,6,NA,99,NA,"",26,0.14,NA,NA,9,7,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-12_40_6_22","1982-03-12_40_6_22_99_7_0.14_26",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-12",NA,40,NA,"99","00:55:00","01:10:00",NA,NA,NA,NA,"15",22,6,NA,99,NA,"",26,0.16,NA,NA,9,8,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-12_40_6_22","1982-03-12_40_6_22_99_8_0.16_26",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-03-12",NA,40,NA,"99","00:55:00","01:10:00",NA,NA,NA,NA,"15",22,6,NA,99,NA,"",24,0.07,NA,NA,9,9,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl81.sas7bdat",NA,"1982-03-12_40_6_22","1982-03-12_40_6_22_99_9_0.07_24",3,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Kennedy Lake (Clay)","49 deg 08 min","125 deg 35 min"
"1982-06-17",NA,21,NA,"99","00:53:00","01:13:00",NA,NA,NA,NA,"20",40,2,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-06-17_21_2_40","1982-06-17_21_2_40_99_NA_NA_NA",6,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Nimpkish Lake","50 deg 25 min","125 deg 40 min"
"1982-06-18",NA,21,NA,"99","00:54:00","01:14:00",NA,NA,NA,NA,"20",30,6,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-06-18_21_6_30","1982-06-18_21_6_30_99_NA_NA_NA",6,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Nimpkish Lake","50 deg 25 min","125 deg 40 min"
"1982-06-18",NA,21,NA,"99","01:21:00","01:41:00",NA,NA,NA,NA,"20",20,7,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-06-18_21_7_20","1982-06-18_21_7_20_99_NA_NA_NA",6,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Nimpkish Lake","50 deg 25 min","125 deg 40 min"
"1982-07-21",NA,3,NA,"99","01:21:00","01:36:00",NA,NA,NA,NA,"15",0,5,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-07-21_3_5_0","1982-07-21_3_5_0_99_NA_NA_NA",7,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Henderson Lake","49 deg 05 min","125 deg 02 min"
"1982-09-27",NA,27,NA,"99","23:51:00","00:11:00",NA,NA,NA,NA,"20",10,2,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-09-27_27_2_10","1982-09-27_27_2_10_99_NA_NA_NA",9,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Awun Lake","53 deg 36 min","132 deg 35 min"
"1982-09-28",NA,27,NA,"99","01:45:00","02:05:00",NA,NA,NA,NA,"20",0,6,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-09-28_27_6_0","1982-09-28_27_6_0_99_NA_NA_NA",9,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Awun Lake","53 deg 36 min","132 deg 35 min"
"1982-09-29",NA,25,NA,"99","20:43:00","21:03:00",NA,NA,NA,NA,"20",10,1,NA,99,NA,"",44,0.8,NA,NA,1,1,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-09-29_25_1_10","1982-09-29_25_1_10_99_1_0.8_44",9,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Eden Lake","53 deg 51 min","132 deg 43 min"
"1982-09-29",NA,25,NA,"99","22:37:00","22:57:00",NA,NA,NA,NA,"20",0,5,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-09-29_25_5_0","1982-09-29_25_5_0_99_NA_NA_NA",9,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Eden Lake","53 deg 51 min","132 deg 43 min"
"1982-10-01",NA,26,NA,"99","20:59:00","21:19:00",NA,NA,NA,NA,"20",10,1,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-10-01_26_1_10","1982-10-01_26_1_10_99_NA_NA_NA",10,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Ian Lake","53 deg 45 min","132 deg 35 min"
"1982-10-01",NA,26,NA,"99","21:24:00","21:44:00",NA,NA,NA,NA,"20",20,2,NA,99,NA,"",80,5.41,NA,NA,1,1,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-10-01_26_2_20","1982-10-01_26_2_20_99_1_5.41_80",10,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Ian Lake","53 deg 45 min","132 deg 35 min"
"1982-10-20",NA,20,NA,"99","00:34:00","00:54:00",NA,NA,NA,NA,"20",20,4,NA,99,NA,"",50,1.22,NA,NA,6,1,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-10-20_20_4_20","1982-10-20_20_4_20_99_1_1.22_50",10,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Lowe Lake","53 deg 34 min","129 deg 33 min"
"1982-10-20",NA,20,NA,"99","00:34:00","00:54:00",NA,NA,NA,NA,"20",20,4,NA,99,NA,"",46,0.99,NA,NA,6,2,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-10-20_20_4_20","1982-10-20_20_4_20_99_2_0.99_46",10,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Lowe Lake","53 deg 34 min","129 deg 33 min"
"1982-10-20",NA,20,NA,"99","00:34:00","00:54:00",NA,NA,NA,NA,"20",20,4,NA,99,NA,"",43,0.81,NA,NA,6,3,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-10-20_20_4_20","1982-10-20_20_4_20_99_3_0.81_43",10,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Lowe Lake","53 deg 34 min","129 deg 33 min"
"1982-10-20",NA,20,NA,"99","00:34:00","00:54:00",NA,NA,NA,NA,"20",20,4,NA,99,NA,"",45,0.96,NA,NA,6,4,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-10-20_20_4_20","1982-10-20_20_4_20_99_4_0.96_45",10,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Lowe Lake","53 deg 34 min","129 deg 33 min"
"1982-10-20",NA,20,NA,"99","00:34:00","00:54:00",NA,NA,NA,NA,"20",20,4,NA,99,NA,"",41,0.76,NA,NA,6,5,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-10-20_20_4_20","1982-10-20_20_4_20_99_5_0.76_41",10,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Lowe Lake","53 deg 34 min","129 deg 33 min"
"1982-10-20",NA,20,NA,"99","00:34:00","00:54:00",NA,NA,NA,NA,"20",20,4,NA,99,NA,"",36,0.46,NA,NA,6,6,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-10-20_20_4_20","1982-10-20_20_4_20_99_6_0.46_36",10,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Lowe Lake","53 deg 34 min","129 deg 33 min"
"1982-10-20",NA,20,NA,"99","01:15:00","01:35:00",NA,NA,NA,NA,"20",17,5,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-10-20_20_5_17","1982-10-20_20_5_17_99_NA_NA_NA",10,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Lowe Lake","53 deg 34 min","129 deg 33 min"
"1982-11-17",NA,21,NA,"99","22:02:00","22:22:00",NA,NA,NA,NA,"20",40,1,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-11-17_21_1_40","1982-11-17_21_1_40_99_NA_NA_NA",11,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Nimpkish Lake","50 deg 25 min","125 deg 40 min"
"1982-11-24",NA,8,NA,"99","23:39:00","23:59:00",NA,NA,NA,NA,"20",0,6,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-11-24_8_6_0","1982-11-24_8_6_0_99_NA_NA_NA",11,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1982-12-01",NA,6,NA,"99","19:29:00","19:49:00",NA,NA,NA,NA,"20",40,2,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-12-01_6_2_40","1982-12-01_6_2_40_99_NA_NA_NA",12,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Hobiton Lake","48 deg 45 min","124 deg 49 min"
"1982-12-01",NA,6,NA,"99","20:55:00","21:15:00",NA,NA,NA,NA,"20",0,5,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1982-12-01_6_5_0","1982-12-01_6_5_0_99_NA_NA_NA",12,1982,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Hobiton Lake","48 deg 45 min","124 deg 49 min"
"1983-01-18",NA,1,NA,"99","19:13:00","19:23:00",NA,NA,NA,NA,"10",4,1,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1983-01-18_1_1_4","1983-01-18_1_1_4_99_NA_NA_NA",1,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Great Central Lake","49 deg 22 min","125 deg 15 min"
"1983-02-05",NA,29,NA,"99","20:44:00","21:04:00",NA,NA,NA,NA,"20",0,4,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl82.sas7bdat",NA,"1983-02-05_29_4_0","1983-02-05_29_4_0_99_NA_NA_NA",2,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Devon Lake","53 deg 27 min","129 deg 45 min"
"1983-05-06",NA,8,NA,"99","22:07:00","22:27:00",NA,NA,NA,NA,"20",35,1,NA,99,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_1_35","1983-05-06_8_1_35_99_NA_NA_NA",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",38,0.48,NA,NA,29,10,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_10_0.48_38",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",37,0.54,NA,NA,29,11,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_11_0.54_37",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",32,0.33,NA,NA,29,12,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_12_0.33_32",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",37,0.53,NA,NA,29,13,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_13_0.53_37",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",37,0.53,NA,NA,29,14,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_14_0.53_37",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",31,0.29,NA,NA,29,15,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_15_0.29_31",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",34,0.43,NA,NA,29,16,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_16_0.43_34",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",35,0.43,NA,NA,29,17,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_17_0.43_35",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",33,0.31,NA,NA,29,18,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_18_0.31_33",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",37,0.49,NA,NA,29,19,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_19_0.49_37",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",35,0.4,NA,NA,29,1,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_1_0.4_35",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",29,0.2,NA,NA,29,20,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_20_0.2_29",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",30,0.27,NA,NA,29,21,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_21_0.27_30",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",36,0.45,NA,NA,29,22,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_22_0.45_36",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",33,0.37,NA,NA,29,23,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_23_0.37_33",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",38,0.6,NA,NA,29,24,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_24_0.6_38",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",29,0.25,NA,NA,29,25,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_25_0.25_29",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",32,0.3,NA,NA,29,26,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_26_0.3_32",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",32,0.29,NA,NA,29,27,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_27_0.29_32",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",30,0.24,NA,NA,29,28,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_28_0.24_30",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",29,0.18,NA,NA,29,29,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_29_0.18_29",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",35,0.45,NA,NA,29,2,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_2_0.45_35",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
"1983-05-06",NA,8,NA,"99","22:35:00","22:55:00",NA,NA,NA,NA,"20",0,2,NA,99,NA,"",38,0.58,NA,NA,29,3,9,"Unknown",NA,NA,NA,NA,NA,5,"Defaulted","trawl83.sas7bdat",NA,"1983-05-06_8_2_0","1983-05-06_8_2_0_99_3_0.58_38",5,1983,NA,NA,NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row",NA,"Valid",NA,NA,"Long Lake","51 deg 15 min","127 deg 10 min"
