"trawl_date","trawl_comment","lake_code","lake_name","process_date","processor","start_time","end_time","start_time.sas","end_time.sas","start_time.dat","end_time.dat","duration_mi","depth_m","trawl_number","gear_info","species_code","fish_description","species_code_comment","fish_length_mm","fish_weight_g","weight_conversion_formula","standardized_weight_g","fish_total","fish_id","preservative_code","preservative_description","sample_number","scale_book","scale_book_letter","sas_scale","sas_scale_book","age","aging_technique","aging_technique_name","source_files","source_line","trawl_unique_ID","fish_unique_ID","trawl_month","ats_year","sas_comment","time_comment","preservative_code_comment","depth_m_comment","trawl_date_comment","trawl_number_comment","program_notes","merging_update_type",".joyn","duplicate_flag","invalid_start_time","invalid_end_time"
"1987-02-24","SCALES REMOVED FROM 2 FISH IN THIS SAMPLE.",2,"Sproat Lk","1987-06-09","13",NA,NA,"01:09:00",NA,"01:09:00","NA:NA:00","15",50,5,"TRAWL",1,"Sockeye (Juvenile)","(SOCKEYE)",66,2.64,"std weight = weight/1.115100",2.37,5,5,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",28014,"1987-02-24_2_5_50","1987-02-24_2_5_50_1_5_2.64_66",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1987-02-24","",2,"Sproat Lk","1987-06-09","13",NA,NA,"03:19:00",NA,"03:19:00","NA:NA:00","15",0,6,"TRAWL",2,"Stickleback","(STICKLE)",24,0.12,"std weight = weight/1.115100",0.11,1,1,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",28031,"1987-02-24_2_6_0","1987-02-24_2_6_0_2_1_0.12_24",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,NA,NA,"19:29:00","NA:NA:00","15 MIN",7,1,"TRAWL",1,"Sockeye (Juvenile)","(SOCKEYE)",67,3.123,"std weight = weight/1.115100",NA,2,1,1,"Formalin/5weeks","1","0",NA,NA,NA,NA,NA,NA,"trawl86.dat",22033,"1987-02-25_41_1_7","1987-02-25_41_1_7_1_1_3.123_67",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row","x",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,NA,NA,"19:29:00","NA:NA:00","15 MIN",7,1,"TRAWL",1,"Sockeye (Juvenile)","(SOCKEYE)",30,0.211,"std weight = weight/1.115100",NA,2,2,1,"Formalin/5weeks","1","0",NA,NA,NA,NA,NA,NA,"trawl86.dat",22036,"1987-02-25_41_1_7","1987-02-25_41_1_7_1_2_0.211_30",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Single-row","x",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",25,0.12,"std weight = weight/1.115100",0.11,61,10,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22784,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_10_0.12_25",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",27,0.15,"std weight = weight/1.115100",0.13,61,11,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22787,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_11_0.15_27",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",24,0.11,"std weight = weight/1.115100",0.1,61,12,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22790,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_12_0.11_24",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",26,0.14,"std weight = weight/1.115100",0.13,61,13,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22793,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_13_0.14_26",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",29,0.14,"std weight = weight/1.115100",0.13,61,14,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22796,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_14_0.14_29",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",28,0.13,"std weight = weight/1.115100",0.12,61,15,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22799,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_15_0.13_28",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",28,0.11,"std weight = weight/1.115100",0.1,61,16,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22802,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_16_0.11_28",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",28,0.12,"std weight = weight/1.115100",0.11,61,17,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22805,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_17_0.12_28",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",27,0.11,"std weight = weight/1.115100",0.1,61,18,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22808,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_18_0.11_27",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",24,0.06,"std weight = weight/1.115100",0.05,61,19,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22811,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_19_0.06_24",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",29,0.19,"std weight = weight/1.115100",0.17,61,1,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22757,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_1_0.19_29",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",29,0.12,"std weight = weight/1.115100",0.11,61,20,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22814,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_20_0.12_29",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",27,0.12,"std weight = weight/1.115100",0.11,61,21,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22817,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_21_0.12_27",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",29,0.14,"std weight = weight/1.115100",0.13,61,22,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22820,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_22_0.14_29",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",27,0.1,"std weight = weight/1.115100",0.09,61,23,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22823,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_23_0.1_27",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",27,0.1,"std weight = weight/1.115100",0.09,61,24,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22826,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_24_0.1_27",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",25,0.08,"std weight = weight/1.115100",0.07,61,25,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22829,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_25_0.08_25",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",29,0.14,"std weight = weight/1.115100",0.13,61,26,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22832,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_26_0.14_29",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",25,0.08,"std weight = weight/1.115100",0.07,61,27,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22835,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_27_0.08_25",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",28,0.13,"std weight = weight/1.115100",0.12,61,28,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22838,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_28_0.13_28",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",23,0.05,"std weight = weight/1.115100",0.04,61,29,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22841,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_29_0.05_23",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",28,0.16,"std weight = weight/1.115100",0.14,61,2,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22760,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_2_0.16_28",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",28,0.11,"std weight = weight/1.115100",0.1,61,30,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22844,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_30_0.11_28",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",26,0.08,"std weight = weight/1.115100",0.07,61,31,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22847,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_31_0.08_26",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",27,0.1,"std weight = weight/1.115100",0.09,61,32,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22850,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_32_0.1_27",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",27,0.09,"std weight = weight/1.115100",0.08,61,33,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22853,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_33_0.09_27",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",25,0.08,"std weight = weight/1.115100",0.07,61,34,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22856,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_34_0.08_25",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",25,0.08,"std weight = weight/1.115100",0.07,61,35,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22859,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_35_0.08_25",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",26,0.1,"std weight = weight/1.115100",0.09,61,36,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22862,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_36_0.1_26",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",27,0.1,"std weight = weight/1.115100",0.09,61,37,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22865,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_37_0.1_27",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",26,0.11,"std weight = weight/1.115100",0.1,61,38,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22868,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_38_0.11_26",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",27,0.12,"std weight = weight/1.115100",0.11,61,39,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22871,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_39_0.12_27",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",26,0.13,"std weight = weight/1.115100",0.12,61,3,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22763,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_3_0.13_26",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",26,0.09,"std weight = weight/1.115100",0.08,61,40,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22874,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_40_0.09_26",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",27,0.11,"std weight = weight/1.115100",0.1,61,41,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22877,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_41_0.11_27",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",27,0.1,"std weight = weight/1.115100",0.09,61,42,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22880,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_42_0.1_27",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",27,0.11,"std weight = weight/1.115100",0.1,61,43,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22883,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_43_0.11_27",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",25,0.08,"std weight = weight/1.115100",0.07,61,44,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22886,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_44_0.08_25",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",29,0.11,"std weight = weight/1.115100",0.1,61,45,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22889,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_45_0.11_29",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",28,0.1,"std weight = weight/1.115100",0.09,61,46,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22892,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_46_0.1_28",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",27,0.09,"std weight = weight/1.115100",0.08,61,47,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22895,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_47_0.09_27",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
"1987-02-25","TRANSECT 1",41,"Kennedy L (Main)","1987-05-27","13",NA,NA,"19:28:48",NA,"19:29:00","NA:NA:00","15",7,1,"TRAWL",26,"Stickleback (Fry)","(STICKLEBACK FRY)",25,0.07,"std weight = weight/1.115100",0.06,61,48,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl86.sas7bdat, trawl86.dat",22898,"1987-02-25_41_1_7","1987-02-25_41_1_7_26_48_0.07_25",2,1986,NA,"NANA",NA,NA,NA,NA,"AA - Living Data Program - 2025","Missing information added","y",NA,NA,"Invalid format"
