"process_date","processor","lake_code","lake_name","trawl_date","start_time","end_time","duration_mi","depth_m","trawl_number","fish_total","fish_id","species_code","fish_description","fish_length_mm","fish_weight_g","weight_conversion_formula","preservative_code","preservative_description","sample_number","scale","scale_book","age","aging_technique","aging_technique_name","source_file","source_line","sample_type","trawl_location","trawl_number_comment","trawl_date_comment","time_comment","species_code_comment","preservative_code_comment","depth_m_comment","program_notes","trawl_month","ats_year","trawl_unique_ID","fish_unique_ID"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,70,1,"Sockeye (Juvenile)",28,0.19,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5461,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_70_0.19_28"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,71,1,"Sockeye (Juvenile)",35,0.4,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5464,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_71_0.4_35"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,72,1,"Sockeye (Juvenile)",28,0.19,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5467,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_72_0.19_28"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,73,1,"Sockeye (Juvenile)",34,0.39,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5470,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_73_0.39_34"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,74,1,"Sockeye (Juvenile)",35,0.43,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5473,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_74_0.43_35"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,75,1,"Sockeye (Juvenile)",34,0.36,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5476,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_75_0.36_34"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,76,1,"Sockeye (Juvenile)",31,0.26,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5479,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_76_0.26_31"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,77,1,"Sockeye (Juvenile)",31,0.29,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5482,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_77_0.29_31"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,78,1,"Sockeye (Juvenile)",37,0.55,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5485,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_78_0.55_37"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,79,1,"Sockeye (Juvenile)",33,0.35,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5488,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_79_0.35_33"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,80,1,"Sockeye (Juvenile)",40,0.64,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5491,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_80_0.64_40"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,81,1,"Sockeye (Juvenile)",35,0.46,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5494,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_81_0.46_35"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,82,1,"Sockeye (Juvenile)",34,0.38,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5497,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_82_0.38_34"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,83,1,"Sockeye (Juvenile)",37,0.47,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5500,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_83_0.47_37"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,84,1,"Sockeye (Juvenile)",33,0.35,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5503,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_84_0.35_33"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,85,1,"Sockeye (Juvenile)",34,0.4,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5506,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_85_0.4_34"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,86,1,"Sockeye (Juvenile)",34,0.37,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5509,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_86_0.37_34"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,87,1,"Sockeye (Juvenile)",32,0.32,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5512,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_87_0.32_32"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,88,1,"Sockeye (Juvenile)",32,0.32,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5515,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_88_0.32_32"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,89,1,"Sockeye (Juvenile)",35,0.33,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5518,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_89_0.33_35"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,90,1,"Sockeye (Juvenile)",35,0.45,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5521,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_90_0.45_35"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,91,1,"Sockeye (Juvenile)",36,0.47,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5524,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_91_0.47_36"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,92,1,"Sockeye (Juvenile)",33,0.35,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5527,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_92_0.35_33"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,93,1,"Sockeye (Juvenile)",33,0.37,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5530,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_93_0.37_33"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,94,1,"Sockeye (Juvenile)",33,0.38,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5533,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_94_0.38_33"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,95,1,"Sockeye (Juvenile)",29,0.37,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5536,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_95_0.37_29"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,96,1,"Sockeye (Juvenile)",34,0.39,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5539,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_96_0.39_34"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,97,1,"Sockeye (Juvenile)",36,0.51,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5542,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_97_0.51_36"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,98,1,"Sockeye (Juvenile)",28,0.21,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5545,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_98_0.21_28"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,99,1,"Sockeye (Juvenile)",34,0.38,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5548,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_99_0.38_34"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,100,1,"Sockeye (Juvenile)",35,0.45,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5551,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_100_0.45_35"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,101,1,"Sockeye (Juvenile)",36,0.46,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5554,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_101_0.46_36"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,102,1,"Sockeye (Juvenile)",32,0.32,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5557,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_102_0.32_32"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,103,1,"Sockeye (Juvenile)",34,0.35,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5560,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_103_0.35_34"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,104,1,"Sockeye (Juvenile)",33,0.4,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5563,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_104_0.4_33"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,105,1,"Sockeye (Juvenile)",33,0.34,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5566,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_105_0.34_33"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,106,1,"Sockeye (Juvenile)",35,0.45,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5569,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_106_0.45_35"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,107,1,"Sockeye (Juvenile)",36,0.44,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5572,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_107_0.44_36"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,108,1,"Sockeye (Juvenile)",33,0.3,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5575,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_108_0.3_33"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,109,1,"Sockeye (Juvenile)",35,0.43,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5578,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_109_0.43_35"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,110,1,"Sockeye (Juvenile)",33,0.38,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5581,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_110_0.38_33"
"1984-02-13",18,40,"Kennedy L (Clay)",1984-05-30,"22:26:00","22:41:00","15",4,10,111,111,1,"Sockeye (Juvenile)",33,0.34,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5584,"TR","TR 2 MID LAKE","","","","FRY","","","AA - Living Data Program - 2025",5,1984,"1984-05-30_40_10_4","1984-05-30_40_10_4_1_111_0.34_33"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,1,1,"Sockeye (Juvenile)",43,0.89,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5601,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_1_0.89_43"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,2,1,"Sockeye (Juvenile)",39,0.58,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5604,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_2_0.58_39"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,3,1,"Sockeye (Juvenile)",43,0.95,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5607,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_3_0.95_43"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,4,1,"Sockeye (Juvenile)",34,0.4,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5610,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_4_0.4_34"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,5,1,"Sockeye (Juvenile)",43,0.9,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5613,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_5_0.9_43"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,6,1,"Sockeye (Juvenile)",34,0.44,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5616,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_6_0.44_34"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,7,1,"Sockeye (Juvenile)",39,0.61,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5619,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_7_0.61_39"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,8,1,"Sockeye (Juvenile)",39,0.61,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5622,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_8_0.61_39"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,9,1,"Sockeye (Juvenile)",31,0.3,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5625,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_9_0.3_31"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,10,1,"Sockeye (Juvenile)",42,0.8,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5628,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_10_0.8_42"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,11,1,"Sockeye (Juvenile)",35,0.44,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5631,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_11_0.44_35"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,12,1,"Sockeye (Juvenile)",32,0.27,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5634,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_12_0.27_32"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,13,1,"Sockeye (Juvenile)",30,0.24,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5637,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_13_0.24_30"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,14,1,"Sockeye (Juvenile)",39,0.62,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5640,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_14_0.62_39"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,15,1,"Sockeye (Juvenile)",39,0.67,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5643,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_15_0.67_39"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,16,1,"Sockeye (Juvenile)",38,0.57,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5646,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_16_0.57_38"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,17,1,"Sockeye (Juvenile)",34,0.41,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5649,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_17_0.41_34"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,18,1,"Sockeye (Juvenile)",42,0.85,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5652,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_18_0.85_42"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,19,1,"Sockeye (Juvenile)",43,0.89,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5655,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_19_0.89_43"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,20,1,"Sockeye (Juvenile)",47,1.17,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5658,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_20_1.17_47"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,21,1,"Sockeye (Juvenile)",39,0.6,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5661,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_21_0.6_39"
"1985-02-18",18,40,"Kennedy L (Clay)",1984-06-13,"02:27:00","02:42:00","15",7,10,117,22,1,"Sockeye (Juvenile)",31,0.45,"std weight = weight/1.115100","1","Formalin/5weeks","1",NA,"0",NA,NA,NA,"trawl84.dat",5664,"TR","TR 2 WEST INSHORE","","","","FRY","","","AA - Living Data Program - 2025",6,1984,"1984-06-13_40_10_7","1984-06-13_40_10_7_1_22_0.45_31"
