"ats_year","lake","lake_code","survey_date","target_survey_type","sounder_type","sounder_code","transect","depth_code","targets","prop_sockeye","source_file","line_number","survey_comments","acoustic_survey_notes","sequential_date_replicate"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,11,3,0,NA,"TARGET85.DAT",3171,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,11,4,0,NA,"TARGET85.DAT",3187,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,11,5,0,NA,"TARGET85.DAT",3203,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,11,6,0,NA,"TARGET85.DAT",3219,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,11,7,0,NA,"TARGET85.DAT",3235,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,11,8,0,NA,"TARGET85.DAT",3251,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,11,9,0,NA,"TARGET85.DAT",3267,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,11,10,0,NA,"TARGET85.DAT",3283,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,12,1,0,NA,"TARGET85.DAT",3140,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,12,2,0,NA,"TARGET85.DAT",3156,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,12,3,0,NA,"TARGET85.DAT",3172,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,12,4,0,NA,"TARGET85.DAT",3188,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,12,5,0,NA,"TARGET85.DAT",3204,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,12,6,0,NA,"TARGET85.DAT",3220,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,12,7,0,NA,"TARGET85.DAT",3236,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,12,8,0,NA,"TARGET85.DAT",3252,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,12,9,0,NA,"TARGET85.DAT",3268,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,12,10,0,NA,"TARGET85.DAT",3284,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,13,1,0,NA,"TARGET85.DAT",3141,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,13,2,0,NA,"TARGET85.DAT",3157,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,13,3,0,NA,"TARGET85.DAT",3173,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,13,4,0,NA,"TARGET85.DAT",3189,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,13,5,0,NA,"TARGET85.DAT",3205,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,13,6,0,NA,"TARGET85.DAT",3221,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,13,7,0,NA,"TARGET85.DAT",3237,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,13,8,0,NA,"TARGET85.DAT",3253,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,13,9,0,NA,"TARGET85.DAT",3269,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,13,10,0,NA,"TARGET85.DAT",3285,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,14,1,0,NA,"TARGET85.DAT",3142,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,14,2,0,NA,"TARGET85.DAT",3158,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,14,3,0,NA,"TARGET85.DAT",3174,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,14,4,0,NA,"TARGET85.DAT",3190,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,14,5,0,NA,"TARGET85.DAT",3206,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,14,6,0,NA,"TARGET85.DAT",3222,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,14,7,0,NA,"TARGET85.DAT",3238,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,14,8,0,NA,"TARGET85.DAT",3254,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,14,9,0,NA,"TARGET85.DAT",3270,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,14,10,0,NA,"TARGET85.DAT",3286,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,15,1,0,NA,"TARGET85.DAT",3143,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,15,2,0,NA,"TARGET85.DAT",3159,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,15,3,0,NA,"TARGET85.DAT",3175,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,15,4,0,NA,"TARGET85.DAT",3191,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,15,5,0,NA,"TARGET85.DAT",3207,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,15,6,0,NA,"TARGET85.DAT",3223,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,15,7,0,NA,"TARGET85.DAT",3239,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,15,8,0,NA,"TARGET85.DAT",3255,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,15,9,0,NA,"TARGET85.DAT",3271,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,15,10,0,NA,"TARGET85.DAT",3287,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,16,1,0,NA,"TARGET85.DAT",3144,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,16,2,0,NA,"TARGET85.DAT",3160,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,16,3,0,NA,"TARGET85.DAT",3176,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,16,4,0,NA,"TARGET85.DAT",3192,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,16,5,0,NA,"TARGET85.DAT",3208,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,16,6,0,NA,"TARGET85.DAT",3224,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,16,7,0,NA,"TARGET85.DAT",3240,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,16,8,0,NA,"TARGET85.DAT",3256,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,16,9,0,NA,"TARGET85.DAT",3272,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-25,"JUVENILE","FURUNO FM 22         ",1,16,10,0,NA,"TARGET85.DAT",3288,"Juvenile Survey","100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,1,1,2,0.18,"TARGET85.DAT",3302,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,1,2,0,NA,"TARGET85.DAT",3318,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,1,3,5,0.18,"TARGET85.DAT",3334,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,1,4,29,0.03,"TARGET85.DAT",3350,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,1,5,84,0.03,"TARGET85.DAT",3366,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,1,6,197,0.05,"TARGET85.DAT",3382,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,1,7,213,0.5,"TARGET85.DAT",3398,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,1,8,283,0.82,"TARGET85.DAT",3414,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,1,9,185,0.82,"TARGET85.DAT",3430,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,1,10,20,0.82,"TARGET85.DAT",3446,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,2,1,2,0.18,"TARGET85.DAT",3303,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,2,2,0,NA,"TARGET85.DAT",3319,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,2,3,9,0.18,"TARGET85.DAT",3335,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,2,4,25,0.03,"TARGET85.DAT",3351,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,2,5,400,0.03,"TARGET85.DAT",3367,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,2,6,763,0.05,"TARGET85.DAT",3383,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,2,7,643,0.5,"TARGET85.DAT",3399,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,2,8,876,0.82,"TARGET85.DAT",3415,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,2,9,856,0.82,"TARGET85.DAT",3431,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,2,10,383,0.82,"TARGET85.DAT",3447,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,3,1,1,0.18,"TARGET85.DAT",3304,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,3,2,0,NA,"TARGET85.DAT",3320,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,3,3,20,0.18,"TARGET85.DAT",3336,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
1984,"Kennedy Lk (Clayoquot Arm)",40,1985-01-26,"JUVENILE","FURUNO FM 22         ",1,3,4,12,0.03,"TARGET85.DAT",3352,"Juvenile Survey","variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205.","Replicate or potential duplicate (with sequential survey dates) exists in the original data"
