"ats_year","survey_date","lake_code","lake_name","count_trawl","count_acoustic","survey_match"
1983,"1983-09-15",6,"Hobiton Lake",100,99,"Match"
1983,"1983-09-15",40,"Kennedy Lake (Clay)",307,NA,"Trawl only"
1983,"1983-10-04",41,"Kennedy Lake (Main)",449,150,"Match"
1983,"1983-10-05",40,"Kennedy Lake (Clay)",207,160,"Match"
1983,"1983-10-05",41,"Kennedy Lake (Main)",48,NA,"Trawl only"
1983,"1983-10-31",6,"Hobiton Lake",70,99,"Match"
1983,"1983-11-01",107,"Cheewhat Lake",100,30,"Match"
1983,"1983-11-01",1,"Great Central Lake",26,78,"Match"
1983,"1983-11-02",3,"Henderson Lake",NA,180,"Acoustic only"
1983,"1983-11-04",44,"Muriel Lake",67,80,"Match"
1983,"1983-11-06",45,"Muchalat Lake",78,45,"Match"
1983,"1983-11-07",3,"Henderson Lake",57,NA,"Trawl only"
1983,"1983-11-07",108,"Jansen Lake",32,40,"Match"
1983,"1983-11-09",22,"Woss Lake",78,55,"Match"
1983,"1983-11-11",21,"Nimpkish Lake",41,NA,"Trawl only"
1983,"1983-11-12",21,"Nimpkish Lake",36,NA,"Trawl only"
1983,"1983-11-15",8,"Long Lake",235,NA,"Trawl only"
1983,"1983-11-15",801,"Long Lake (A)",NA,90,"Acoustic only"
1983,"1983-11-15",802,"Long Lake (B)",NA,70,"Acoustic only"
1983,"1983-11-28",2,"Sproat Lake",19,121,"Match"
1983,"1983-11-29",2,"Sproat Lake",58,NA,"Trawl only"
1983,"1984-03-06",6,"Hobiton Lake",40,99,"Match"
1983,"1984-03-07",6,"Hobiton Lake",48,99,"Match"
1983,"1984-03-08",6,"Hobiton Lake",NA,99,"Acoustic only"
1983,"1984-03-15",6,"Hobiton Lake",8,NA,"Trawl only"
1984,"1984-04-18",6,"Hobiton Lake",NA,99,"Acoustic only"
1984,"1984-04-25",6,"Hobiton Lake",46,99,"Match"
1984,"1984-05-01",40,"Kennedy Lake (Clay)",195,160,"Match"
1984,"1984-05-02",6,"Hobiton Lake",160,99,"Match"
1984,"1984-05-02",40,"Kennedy Lake (Clay)",1570,NA,"Trawl only"
1984,"1984-05-03",40,"Kennedy Lake (Clay)",908,NA,"Trawl only"
1984,"1984-05-10",6,"Hobiton Lake",NA,99,"Acoustic only"
1984,"1984-05-11",6,"Hobiton Lake",60,NA,"Trawl only"
1984,"1984-05-16",6,"Hobiton Lake",NA,99,"Acoustic only"
1984,"1984-05-29",40,"Kennedy Lake (Clay)",260,160,"Match"
1984,"1984-05-30",40,"Kennedy Lake (Clay)",548,NA,"Trawl only"
1984,"1984-05-31",6,"Hobiton Lake",NA,99,"Acoustic only"
1984,"1984-05-31",40,"Kennedy Lake (Clay)",452,NA,"Trawl only"
1984,"1984-06-01",6,"Hobiton Lake",75,NA,"Trawl only"
1984,"1984-06-07",6,"Hobiton Lake",NA,99,"Acoustic only"
1984,"1984-06-08",6,"Hobiton Lake",103,NA,"Trawl only"
1984,"1984-06-09",6,"Hobiton Lake",30,NA,"Trawl only"
1984,"1984-06-12",6,"Hobiton Lake",NA,99,"Acoustic only"
1984,"1984-06-12",40,"Kennedy Lake (Clay)",58,160,"Match"
1984,"1984-06-13",6,"Hobiton Lake",66,99,"Match"
1984,"1984-06-13",40,"Kennedy Lake (Clay)",772,NA,"Trawl only"
1984,"1984-06-14",40,"Kennedy Lake (Clay)",609,NA,"Trawl only"
1984,"1984-06-18",6,"Hobiton Lake",72,99,"Match"
1984,"1984-06-25",40,"Kennedy Lake (Clay)",160,160,"Match"
1984,"1984-06-26",40,"Kennedy Lake (Clay)",987,NA,"Trawl only"
1984,"1984-06-27",40,"Kennedy Lake (Clay)",632,NA,"Trawl only"
1984,"1984-06-27",44,"Muriel Lake",NA,80,"Acoustic only"
1984,"1984-06-28",44,"Muriel Lake",166,NA,"Trawl only"
1984,"1984-06-29",6,"Hobiton Lake",NA,99,"Acoustic only"
1984,"1984-07-02",40,"Kennedy Lake (Clay)",48,160,"Match"
1984,"1984-07-03",40,"Kennedy Lake (Clay)",544,NA,"Trawl only"
1984,"1984-07-04",40,"Kennedy Lake (Clay)",637,NA,"Trawl only"
1984,"1984-07-05",6,"Hobiton Lake",NA,99,"Acoustic only"
1984,"1984-07-05",40,"Kennedy Lake (Clay)",296,NA,"Trawl only"
1984,"1984-07-06",6,"Hobiton Lake",53,NA,"Trawl only"
1984,"1984-07-10",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1984,"1984-07-11",40,"Kennedy Lake (Clay)",38,NA,"Trawl only"
1984,"1984-07-12",40,"Kennedy Lake (Clay)",214,NA,"Trawl only"
1984,"1984-07-13",6,"Hobiton Lake",NA,99,"Acoustic only"
1984,"1984-07-13",40,"Kennedy Lake (Clay)",54,NA,"Trawl only"
1984,"1984-07-14",6,"Hobiton Lake",134,99,"Match"
1984,"1984-07-15",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1984,"1984-07-16",40,"Kennedy Lake (Clay)",128,NA,"Trawl only"
1984,"1984-07-17",40,"Kennedy Lake (Clay)",179,NA,"Trawl only"
1984,"1984-07-18",40,"Kennedy Lake (Clay)",27,NA,"Trawl only"
1984,"1984-07-23",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1984,"1984-07-24",40,"Kennedy Lake (Clay)",247,NA,"Trawl only"
1984,"1984-07-25",40,"Kennedy Lake (Clay)",511,NA,"Trawl only"
1984,"1984-07-26",40,"Kennedy Lake (Clay)",651,NA,"Trawl only"
1984,"1984-07-26",118,"Megin Lake",16,NA,"Trawl only"
1984,"1984-08-01",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1984,"1984-08-02",40,"Kennedy Lake (Clay)",481,NA,"Trawl only"
1984,"1984-08-03",40,"Kennedy Lake (Clay)",443,NA,"Trawl only"
1984,"1984-08-14",3,"Henderson Lake",44,180,"Match"
1984,"1984-08-14",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1984,"1984-08-15",107,"Cheewhat Lake",NA,30,"Acoustic only"
1984,"1984-08-15",3,"Henderson Lake",24,NA,"Trawl only"
1984,"1984-08-15",40,"Kennedy Lake (Clay)",467,NA,"Trawl only"
1984,"1984-08-16",107,"Cheewhat Lake",207,30,"Match"
1984,"1984-08-16",6,"Hobiton Lake",NA,99,"Acoustic only"
1984,"1984-08-16",40,"Kennedy Lake (Clay)",182,NA,"Trawl only"
1984,"1984-08-17",6,"Hobiton Lake",142,99,"Match"
1984,"1984-08-19",108,"Jansen Lake",11,40,"Match"
1984,"1984-08-20",108,"Jansen Lake",7,NA,"Trawl only"
1984,"1984-08-21",22,"Woss Lake",69,55,"Match"
1984,"1984-08-22",21,"Nimpkish Lake",13,88,"Match"
1984,"1984-08-22",22,"Woss Lake",3,NA,"Trawl only"
1984,"1984-08-23",21,"Nimpkish Lake",72,NA,"Trawl only"
1984,"1984-08-27",31,"Bonilla Lake",287,32,"Match"
1984,"1984-08-28",31,"Bonilla Lake",465,NA,"Trawl only"
1984,"1984-08-28",28,"Curtis Lake",208,40,"Match"
1984,"1984-08-29",28,"Curtis Lake",48,NA,"Trawl only"
1984,"1984-08-29",29,"Devon Lake",NA,70,"Acoustic only"
1984,"1984-08-30",29,"Devon Lake",474,NA,"Trawl only"
1984,"1984-08-31",29,"Devon Lake",833,NA,"Trawl only"
1984,"1984-08-31",20,"Lowe Lake",8,36,"Match"
1984,"1984-09-01",25,"Eden Lake",17,40,"Match"
1984,"1984-09-02",25,"Eden Lake",2,NA,"Trawl only"
1984,"1984-09-04",55,"Mathers Lake",28,48,"Match"
1984,"1984-09-05",55,"Mathers Lake",39,NA,"Trawl only"
1984,"1984-09-05",32,"Mercer Lake",152,42,"Match"
1984,"1984-09-06",27,"Awun Lake",53,40,"Match"
1984,"1984-09-06",32,"Mercer Lake",990,NA,"Trawl only"
1984,"1984-09-07",27,"Awun Lake",30,NA,"Trawl only"
1984,"1984-09-08",26,"Ian Lake",NA,90,"Acoustic only"
1984,"1984-09-09",26,"Ian Lake",6,NA,"Trawl only"
1984,"1984-09-09",69,"Yakoun Lake",NA,120,"Acoustic only"
1984,"1984-09-10",69,"Yakoun Lake",246,NA,"Trawl only"
1984,"1984-09-11",69,"Yakoun Lake",32,NA,"Trawl only"
1984,"1984-09-13",801,"Long Lake (A)",NA,90,"Acoustic only"
1984,"1984-09-14",8,"Long Lake",414,NA,"Trawl only"
1984,"1984-09-14",802,"Long Lake (B)",NA,70,"Acoustic only"
1984,"1984-09-15",8,"Long Lake",645,NA,"Trawl only"
1984,"1984-09-26",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1984,"1984-09-27",40,"Kennedy Lake (Clay)",1694,NA,"Trawl only"
1984,"1984-09-28",119,"Hesquiat Lake",9,NA,"Trawl only"
1984,"1984-09-28",40,"Kennedy Lake (Clay)",50,NA,"Trawl only"
1984,"1984-09-28",41,"Kennedy Lake (Main)",NA,150,"Acoustic only"
1984,"1984-10-01",2,"Sproat Lake",61,121,"Match"
1984,"1984-10-02",2,"Sproat Lake",65,NA,"Trawl only"
1984,"1984-10-15",1,"Great Central Lake",140,78,"Match"
1984,"1984-10-25",45,"Muchalat Lake",35,45,"Match"
1984,"1984-10-26",118,"Megin Lake",11,48,"Match"
1984,"1984-10-26",45,"Muchalat Lake",113,NA,"Trawl only"
1984,"1984-10-27",119,"Hesquiat Lake",1,48,"Match"
1984,"1984-10-27",118,"Megin Lake",9,NA,"Trawl only"
1984,"1984-10-28",3,"Henderson Lake",79,180,"Match"
1984,"1984-10-28",119,"Hesquiat Lake",2,NA,"Trawl only"
1984,"1984-10-29",6,"Hobiton Lake",3,99,"Match"
1984,"1984-10-30",6,"Hobiton Lake",25,NA,"Trawl only"
1984,"1984-11-03",120,"Glendale Lake",46,24,"Match"
1984,"1984-11-04",50,"Heydon Lake",3,48,"Match"
1984,"1984-11-05",50,"Heydon Lake",6,NA,"Trawl only"
1984,"1984-11-05",59,"Phillips Lake",NA,72,"Acoustic only"
1984,"1984-11-06",59,"Phillips Lake",25,NA,"Trawl only"
1984,"1984-11-07",22,"Woss Lake",51,55,"Match"
1984,"1984-11-08",21,"Nimpkish Lake",30,88,"Match"
1984,"1984-11-09",21,"Nimpkish Lake",8,NA,"Trawl only"
1984,"1984-11-10",8,"Long Lake",129,NA,"Trawl only"
1984,"1984-11-10",801,"Long Lake (A)",NA,90,"Acoustic only"
1984,"1984-11-11",8,"Long Lake",261,NA,"Trawl only"
1984,"1984-11-11",802,"Long Lake (B)",NA,70,"Acoustic only"
1984,"1984-11-12",8,"Long Lake",135,NA,"Trawl only"
1984,"1984-11-13",122,"Quatse Lake",73,25,"Match"
1984,"1984-11-15",121,"Nahwitti Lake",55,40,"Match"
1984,"1984-11-17",40,"Kennedy Lake (Clay)",136,160,"Match"
1984,"1984-11-18",40,"Kennedy Lake (Clay)",600,NA,"Trawl only"
1984,"1984-11-19",41,"Kennedy Lake (Main)",NA,150,"Acoustic only"
1984,"1984-11-20",44,"Muriel Lake",105,80,"Match"
1984,"1984-12-17",6,"Hobiton Lake",5,99,"Match"
1984,"1984-12-18",6,"Hobiton Lake",NA,99,"Acoustic only"
1984,"1985-01-23",40,"Kennedy Lake (Clay)",103,480,"Match"
1984,"1985-01-24",40,"Kennedy Lake (Clay)",649,NA,"Trawl only"
1984,"1985-01-25",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1984,"1985-01-26",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1984,"1985-01-27",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1984,"1985-02-16",6,"Hobiton Lake",NA,99,"Acoustic only"
1984,"1985-02-17",6,"Hobiton Lake",15,99,"Match"
1984,"1985-03-14",107,"Cheewhat Lake",86,30,"Match"
1985,"1985-04-02",40,"Kennedy Lake (Clay)",59,160,"Match"
1985,"1985-04-03",40,"Kennedy Lake (Clay)",45,160,"Match"
1985,"1985-04-04",40,"Kennedy Lake (Clay)",23,NA,"Trawl only"
1985,"1985-05-30",6,"Hobiton Lake",NA,99,"Acoustic only"
1985,"1985-05-31",6,"Hobiton Lake",12,NA,"Trawl only"
1985,"1985-05-31",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1985,"1985-06-01",40,"Kennedy Lake (Clay)",34,160,"Match"
1985,"1985-06-02",40,"Kennedy Lake (Clay)",104,NA,"Trawl only"
1985,"1985-06-03",40,"Kennedy Lake (Clay)",61,NA,"Trawl only"
1985,"1985-06-03",41,"Kennedy Lake (Main)",4,150,"Match"
1985,"1985-06-04",6,"Hobiton Lake",NA,99,"Acoustic only"
1985,"1985-06-04",41,"Kennedy Lake (Main)",27,NA,"Trawl only"
1985,"1985-06-10",6,"Hobiton Lake",NA,99,"Acoustic only"
1985,"1985-06-12",6,"Hobiton Lake",81,NA,"Trawl only"
1985,"1985-06-24",6,"Hobiton Lake",NA,99,"Acoustic only"
1985,"1985-06-25",6,"Hobiton Lake",96,NA,"Trawl only"
1985,"1985-06-26",6,"Hobiton Lake",53,NA,"Trawl only"
1985,"1985-06-26",44,"Muriel Lake",NA,80,"Acoustic only"
1985,"1985-06-27",44,"Muriel Lake",24,NA,"Trawl only"
1985,"1985-06-28",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1985,"1985-06-28",44,"Muriel Lake",21,NA,"Trawl only"
1985,"1985-06-29",40,"Kennedy Lake (Clay)",228,160,"Match"
1985,"1985-06-30",40,"Kennedy Lake (Clay)",222,160,"Match"
1985,"1985-07-01",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1985,"1985-07-03",6,"Hobiton Lake",NA,99,"Acoustic only"
1985,"1985-07-04",6,"Hobiton Lake",56,NA,"Trawl only"
1985,"1985-07-09",6,"Hobiton Lake",NA,99,"Acoustic only"
1985,"1985-07-10",6,"Hobiton Lake",184,NA,"Trawl only"
1985,"1985-07-10",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1985,"1985-07-11",40,"Kennedy Lake (Clay)",218,160,"Match"
1985,"1985-07-12",40,"Kennedy Lake (Clay)",650,160,"Match"
1985,"1985-07-13",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1985,"1985-07-30",6,"Hobiton Lake",NA,99,"Acoustic only"
1985,"1985-07-31",6,"Hobiton Lake",75,99,"Match"
1985,"1985-08-13",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1985,"1985-08-14",40,"Kennedy Lake (Clay)",3,160,"Match"
1985,"1985-08-15",40,"Kennedy Lake (Clay)",226,160,"Match"
1985,"1985-08-16",40,"Kennedy Lake (Clay)",83,160,"Match"
1985,"1985-08-17",3,"Henderson Lake",16,180,"Match"
1985,"1985-08-17",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1985,"1985-08-18",3,"Henderson Lake",563,180,"Match"
1985,"1985-08-18",6,"Hobiton Lake",NA,99,"Acoustic only"
1985,"1985-08-19",6,"Hobiton Lake",89,99,"Match"
1985,"1985-08-20",107,"Cheewhat Lake",NA,30,"Acoustic only"
1985,"1985-08-21",107,"Cheewhat Lake",161,NA,"Trawl only"
1985,"1985-08-22",45,"Muchalat Lake",NA,45,"Acoustic only"
1985,"1985-08-23",45,"Muchalat Lake",72,NA,"Trawl only"
1985,"1985-08-23",157,"Power Lake",NA,42,"Acoustic only"
1985,"1985-08-24",108,"Jansen Lake",NA,40,"Acoustic only"
1985,"1985-08-24",118,"Megin Lake",NA,48,"Acoustic only"
1985,"1985-08-24",157,"Power Lake",47,NA,"Trawl only"
1985,"1985-08-25",108,"Jansen Lake",14,NA,"Trawl only"
1985,"1985-08-26",118,"Megin Lake",57,NA,"Trawl only"
1985,"1985-08-26",21,"Nimpkish Lake",19,88,"Match"
1985,"1985-08-27",121,"Nahwitti Lake",15,40,"Match"
1985,"1985-08-27",21,"Nimpkish Lake",64,NA,"Trawl only"
1985,"1985-08-28",121,"Nahwitti Lake",10,NA,"Trawl only"
1985,"1985-08-29",27,"Awun Lake",NA,40,"Acoustic only"
1985,"1985-08-30",27,"Awun Lake",56,NA,"Trawl only"
1985,"1985-08-30",25,"Eden Lake",20,40,"Match"
1985,"1985-08-31",25,"Eden Lake",57,NA,"Trawl only"
1985,"1985-08-31",26,"Ian Lake",NA,90,"Acoustic only"
1985,"1985-09-01",26,"Ian Lake",4,NA,"Trawl only"
1985,"1985-09-01",69,"Yakoun Lake",NA,120,"Acoustic only"
1985,"1985-09-02",69,"Yakoun Lake",485,NA,"Trawl only"
1985,"1985-09-03",55,"Mathers Lake",28,48,"Match"
1985,"1985-09-04",55,"Mathers Lake",26,NA,"Trawl only"
1985,"1985-09-05",156,"Skidegate Lake NE",NA,35,"Acoustic only"
1985,"1985-09-05",155,"Skidegate Lake SW",NA,9,"Acoustic only"
1985,"1985-09-06",62,"Skidegate Lake",377,NA,"Trawl only"
1985,"1985-09-07",20,"Lowe Lake",27,36,"Match"
1985,"1985-09-08",29,"Devon Lake",252,70,"Match"
1985,"1985-09-08",20,"Lowe Lake",30,NA,"Trawl only"
1985,"1985-09-09",29,"Devon Lake",831,NA,"Trawl only"
1985,"1985-09-11",801,"Long Lake (A)",NA,90,"Acoustic only"
1985,"1985-09-11",802,"Long Lake (B)",NA,70,"Acoustic only"
1985,"1985-09-12",8,"Long Lake",154,NA,"Trawl only"
1985,"1985-09-12",801,"Long Lake (A)",NA,90,"Acoustic only"
1985,"1985-09-12",802,"Long Lake (B)",NA,70,"Acoustic only"
1985,"1985-09-13",8,"Long Lake",104,NA,"Trawl only"
1985,"1985-09-14",122,"Quatse Lake",19,25,"Match"
1985,"1985-09-15",50,"Heydon Lake",NA,48,"Acoustic only"
1985,"1985-09-15",122,"Quatse Lake",54,NA,"Trawl only"
1985,"1985-09-16",50,"Heydon Lake",7,NA,"Trawl only"
1985,"1985-09-16",44,"Muriel Lake",1,80,"Match"
1985,"1985-09-17",40,"Kennedy Lake (Clay)",1,160,"Match"
1985,"1985-09-17",44,"Muriel Lake",229,NA,"Trawl only"
1985,"1985-09-18",40,"Kennedy Lake (Clay)",109,160,"Match"
1985,"1985-09-19",6,"Hobiton Lake",NA,99,"Acoustic only"
1985,"1985-09-19",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1985,"1985-09-20",6,"Hobiton Lake",8,99,"Match"
1985,"1985-09-26",2,"Sproat Lake",4,121,"Match"
1985,"1985-09-27",2,"Sproat Lake",NA,121,"Acoustic only"
1985,"1985-10-15",59,"Phillips Lake",13,72,"Match"
1985,"1985-10-16",120,"Glendale Lake",20,24,"Match"
1985,"1985-10-25",64,"Tahltan Lake",NA,98,"Acoustic only"
1985,"1985-10-26",64,"Tahltan Lake",37,NA,"Trawl only"
1985,"1985-10-30",40,"Kennedy Lake (Clay)",66,160,"Match"
1985,"1985-10-31",40,"Kennedy Lake (Clay)",223,160,"Match"
1985,"1985-11-01",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1985,"1985-11-06",44,"Muriel Lake",NA,80,"Acoustic only"
1985,"1985-11-07",44,"Muriel Lake",77,NA,"Trawl only"
1985,"1985-11-08",108,"Jansen Lake",11,40,"Match"
1985,"1985-11-09",108,"Jansen Lake",2,NA,"Trawl only"
1985,"1985-11-09",22,"Woss Lake",88,55,"Match"
1985,"1985-11-10",21,"Nimpkish Lake",26,88,"Match"
1985,"1985-11-10",22,"Woss Lake",NA,55,"Acoustic only"
1985,"1985-11-11",21,"Nimpkish Lake",9,88,"Match"
1985,"1985-11-27",6,"Hobiton Lake",NA,99,"Acoustic only"
1985,"1985-11-28",6,"Hobiton Lake",1,99,"Match"
1985,"1985-12-10",1,"Great Central Lake",6,78,"Match"
1985,"1985-12-11",1,"Great Central Lake",NA,78,"Acoustic only"
1985,"1985-12-11",41,"Kennedy Lake (Main)",312,150,"Match"
1985,"1985-12-12",41,"Kennedy Lake (Main)",64,150,"Match"
1985,"1986-01-20",40,"Kennedy Lake (Clay)",69,160,"Match"
1985,"1986-01-20",44,"Muriel Lake",3,NA,"Trawl only"
1985,"1986-01-21",40,"Kennedy Lake (Clay)",206,160,"Match"
1985,"1986-01-21",44,"Muriel Lake",NA,80,"Acoustic only"
1985,"1986-01-22",44,"Muriel Lake",46,80,"Match"
1985,"1986-01-23",6,"Hobiton Lake",NA,99,"Acoustic only"
1985,"1986-01-24",6,"Hobiton Lake",10,99,"Match"
1985,"1986-01-25",6,"Hobiton Lake",NA,99,"Acoustic only"
1985,"1986-02-10",801,"Long Lake (A)",NA,90,"Acoustic only"
1985,"1986-02-11",8,"Long Lake",78,NA,"Trawl only"
1985,"1986-02-11",802,"Long Lake (B)",NA,70,"Acoustic only"
1985,"1986-02-12",108,"Jansen Lake",24,40,"Match"
1985,"1986-02-12",8,"Long Lake",191,NA,"Trawl only"
1985,"1986-02-13",108,"Jansen Lake",NA,40,"Acoustic only"
1985,"1986-02-13",122,"Quatse Lake",47,NA,"Trawl only"
1985,"1986-03-19",107,"Cheewhat Lake",2,30,"Match"
1985,"1986-03-20",107,"Cheewhat Lake",145,NA,"Trawl only"
1985,"1986-03-20",6,"Hobiton Lake",NA,99,"Acoustic only"
1985,"1986-03-21",6,"Hobiton Lake",NA,99,"Acoustic only"
1985,"1986-03-22",6,"Hobiton Lake",NA,99,"Acoustic only"
1986,"1986-04-16",161,"Brannen Lake",394,30,"Match"
1986,"1986-05-02",59,"Phillips Lake",90,NA,"Trawl only"
1986,"1986-05-06",157,"Power Lake",19,NA,"Trawl only"
1986,"1986-05-09",6,"Hobiton Lake",NA,99,"Acoustic only"
1986,"1986-05-10",6,"Hobiton Lake",NA,99,"Acoustic only"
1986,"1986-05-11",59,"Phillips Lake",111,NA,"Trawl only"
1986,"1986-05-14",157,"Power Lake",11,NA,"Trawl only"
1986,"1986-06-05",6,"Hobiton Lake",NA,99,"Acoustic only"
1986,"1986-06-06",6,"Hobiton Lake",9,NA,"Trawl only"
1986,"1986-06-12",6,"Hobiton Lake",NA,99,"Acoustic only"
1986,"1986-06-25",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1986,"1986-06-26",40,"Kennedy Lake (Clay)",22,NA,"Trawl only"
1986,"1986-06-26",41,"Kennedy Lake (Main)",3,150,"Match"
1986,"1986-06-27",41,"Kennedy Lake (Main)",15,NA,"Trawl only"
1986,"1986-06-29",6,"Hobiton Lake",NA,99,"Acoustic only"
1986,"1986-07-06",6,"Hobiton Lake",NA,99,"Acoustic only"
1986,"1986-07-14",6,"Hobiton Lake",NA,99,"Acoustic only"
1986,"1986-07-24",44,"Muriel Lake",NA,80,"Acoustic only"
1986,"1986-07-25",23,"Vernon Lake",1,36,"Match"
1986,"1986-07-26",44,"Muriel Lake",35,NA,"Trawl only"
1986,"1986-07-26",23,"Vernon Lake",72,NA,"Trawl only"
1986,"1986-07-26",22,"Woss Lake",176,55,"Match"
1986,"1986-07-27",21,"Nimpkish Lake",15,88,"Match"
1986,"1986-07-27",22,"Woss Lake",25,55,"Match"
1986,"1986-07-28",21,"Nimpkish Lake",101,88,"Match"
1986,"1986-07-29",801,"Long Lake (A)",NA,90,"Acoustic only"
1986,"1986-07-29",802,"Long Lake (B)",NA,70,"Acoustic only"
1986,"1986-07-29",21,"Nimpkish Lake",10,NA,"Trawl only"
1986,"1986-07-30",8,"Long Lake",179,NA,"Trawl only"
1986,"1986-07-30",801,"Long Lake (A)",NA,90,"Acoustic only"
1986,"1986-07-30",802,"Long Lake (B)",NA,70,"Acoustic only"
1986,"1986-07-31",8,"Long Lake",204,NA,"Trawl only"
1986,"1986-08-01",8,"Long Lake",25,NA,"Trawl only"
1986,"1986-08-01",122,"Quatse Lake",NA,25,"Acoustic only"
1986,"1986-08-02",107,"Cheewhat Lake",NA,30,"Acoustic only"
1986,"1986-08-02",122,"Quatse Lake",32,NA,"Trawl only"
1986,"1986-08-03",107,"Cheewhat Lake",199,NA,"Trawl only"
1986,"1986-08-12",69,"Yakoun Lake",NA,120,"Acoustic only"
1986,"1986-08-13",69,"Yakoun Lake",139,120,"Match"
1986,"1986-08-14",32,"Mercer Lake",3,42,"Match"
1986,"1986-08-14",69,"Yakoun Lake",7,NA,"Trawl only"
1986,"1986-08-15",32,"Mercer Lake",260,NA,"Trawl only"
1986,"1986-08-15",156,"Skidegate Lake NE",NA,35,"Acoustic only"
1986,"1986-08-15",155,"Skidegate Lake SW",NA,9,"Acoustic only"
1986,"1986-08-16",62,"Skidegate Lake",84,NA,"Trawl only"
1986,"1986-08-20",44,"Muriel Lake",NA,80,"Acoustic only"
1986,"1986-08-22",44,"Muriel Lake",20,NA,"Trawl only"
1986,"1986-08-22",59,"Phillips Lake",175,72,"Match"
1986,"1986-08-26",40,"Kennedy Lake (Clay)",51,160,"Match"
1986,"1986-08-27",40,"Kennedy Lake (Clay)",61,NA,"Trawl only"
1986,"1986-08-27",2,"Sproat Lake",10,121,"Match"
1986,"1986-08-28",2,"Sproat Lake",24,121,"Match"
1986,"1986-08-29",3,"Henderson Lake",NA,180,"Acoustic only"
1986,"1986-08-29",2,"Sproat Lake",85,NA,"Trawl only"
1986,"1986-08-30",3,"Henderson Lake",1,180,"Match"
1986,"1986-08-30",6,"Hobiton Lake",NA,99,"Acoustic only"
1986,"1986-08-31",3,"Henderson Lake",16,NA,"Trawl only"
1986,"1986-08-31",6,"Hobiton Lake",12,99,"Match"
1986,"1986-09-01",6,"Hobiton Lake",154,NA,"Trawl only"
1986,"1986-09-04",27,"Awun Lake",NA,40,"Acoustic only"
1986,"1986-09-05",27,"Awun Lake",NA,40,"Acoustic only"
1986,"1986-09-05",26,"Ian Lake",NA,90,"Acoustic only"
1986,"1986-09-06",25,"Eden Lake",NA,40,"Acoustic only"
1986,"1986-09-06",26,"Ian Lake",1,90,"Match"
1986,"1986-09-07",29,"Devon Lake",224,70,"Match"
1986,"1986-09-07",25,"Eden Lake",38,40,"Match"
1986,"1986-09-08",29,"Devon Lake",503,70,"Match"
1986,"1986-09-11",50,"Heydon Lake",NA,48,"Acoustic only"
1986,"1986-09-12",50,"Heydon Lake",17,NA,"Trawl only"
1986,"1986-09-16",6,"Hobiton Lake",17,NA,"Trawl only"
1986,"1986-09-16",40,"Kennedy Lake (Clay)",9,160,"Match"
1986,"1986-09-17",40,"Kennedy Lake (Clay)",14,160,"Match"
1986,"1986-09-18",40,"Kennedy Lake (Clay)",6,NA,"Trawl only"
1986,"1986-09-18",41,"Kennedy Lake (Main)",14,150,"Match"
1986,"1986-09-19",41,"Kennedy Lake (Main)",9,150,"Match"
1986,"1986-09-23",3,"Henderson Lake",8,NA,"Trawl only"
1986,"1986-09-24",3,"Henderson Lake",55,180,"Match"
1986,"1986-09-25",153,"Nahmint Lake",7,45,"Match"
1986,"1986-09-26",6,"Hobiton Lake",NA,99,"Acoustic only"
1986,"1986-09-27",107,"Cheewhat Lake",132,30,"Match"
1986,"1986-09-27",6,"Hobiton Lake",16,99,"Match"
1986,"1986-09-28",107,"Cheewhat Lake",126,NA,"Trawl only"
1986,"1986-10-02",1,"Great Central Lake",15,78,"Match"
1986,"1986-10-03",1,"Great Central Lake",3,78,"Match"
1986,"1986-10-07",41,"Kennedy Lake (Main)",NA,150,"Acoustic only"
1986,"1986-10-08",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1986,"1986-10-08",41,"Kennedy Lake (Main)",NA,150,"Acoustic only"
1986,"1986-10-09",40,"Kennedy Lake (Clay)",13,160,"Match"
1986,"1986-10-09",41,"Kennedy Lake (Main)",204,150,"Match"
1986,"1986-10-10",40,"Kennedy Lake (Clay)",126,NA,"Trawl only"
1986,"1986-10-11",40,"Kennedy Lake (Clay)",2,NA,"Trawl only"
1986,"1986-10-27",44,"Muriel Lake",4,80,"Match"
