"ats_year","lake_code","lake_name","survey_date_trawl","survey_date_acoustic","survey_date_inventory","interval_start","interval_end","source_file","match_status","match_status_inventory","final_match"
"1984","40","Kennedy_Lake_(Clay)",NA,NA,1984-07-18,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","40","Kennedy_Lake_(Clay)",NA,NA,1984-07-24,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","40","Kennedy_Lake_(Clay)",NA,NA,1984-07-25,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","40","Kennedy_Lake_(Clay)",NA,NA,1984-07-26,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","40","Kennedy_Lake_(Clay)",NA,NA,1984-08-02,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","40","Kennedy_Lake_(Clay)",NA,NA,1984-08-03,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","40","Kennedy_Lake_(Clay)",NA,NA,1984-08-15,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","40","Kennedy_Lake_(Clay)",NA,NA,1984-08-16,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","40","Kennedy_Lake_(Clay)",NA,NA,1984-09-27,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","40","Kennedy_Lake_(Clay)",NA,NA,1984-09-28,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","40","Kennedy_Lake_(Clay)",NA,NA,1984-11-18,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","40","Kennedy_Lake_(Clay)",NA,NA,1985-01-24,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","40","Kennedy_Lake_(Clay)",NA,NA,1985-03-22,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","41","Kennedy_Lake_(Main)",NA,1984-09-28,1984-09-28,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1984","41","Kennedy_Lake_(Main)",NA,1984-11-19,1984-11-19,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1984","41","Kennedy_Lake_(Main)",NA,NA,1984-05-01,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","41","Kennedy_Lake_(Main)",NA,NA,1984-05-29,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","41","Kennedy_Lake_(Main)",NA,NA,1984-06-12,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","41","Kennedy_Lake_(Main)",NA,NA,1984-06-25,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","41","Kennedy_Lake_(Main)",NA,NA,1984-07-02,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","41","Kennedy_Lake_(Main)",NA,NA,1984-07-10,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","41","Kennedy_Lake_(Main)",NA,NA,1984-07-15,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","41","Kennedy_Lake_(Main)",NA,NA,1984-07-23,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","41","Kennedy_Lake_(Main)",NA,NA,1984-08-01,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","41","Kennedy_Lake_(Main)",NA,NA,1984-08-14,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","41","Kennedy_Lake_(Main)",NA,NA,1984-09-26,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","41","Kennedy_Lake_(Main)",NA,NA,1984-11-17,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","8","Long_Lake",NA,NA,1984-09-14,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","8","Long_Lake",NA,NA,1984-09-15,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","8","Long_Lake",NA,NA,1984-11-10,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","8","Long_Lake",NA,NA,1984-11-11,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","8","Long_Lake",NA,NA,1984-11-12,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","801","Long_Lake_(A)",NA,1984-09-13,1984-09-13,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1984","801","Long_Lake_(A)",NA,1984-11-10,1984-11-10,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1984","802","Long_Lake_(B)",NA,1984-09-14,1984-09-14,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1984","802","Long_Lake_(B)",NA,1984-11-11,1984-11-11,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1984","20","Lowe_Lake",1984-08-31,1984-08-31,1984-08-31,"1984-08-29","1984-09-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","55","Mathers_Lake",1984-09-04,1984-09-04,1984-09-04,"1984-09-02","1984-09-06","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","55","Mathers_Lake",1984-09-05,1984-09-04,1984-09-04,"1984-09-03","1984-09-07","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","55","Mathers_Lake",NA,NA,1984-09-05,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","147","Mddle_Quinsam_Lake",NA,NA,1984-10-24,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","118","Megin_Lake",1984-10-26,1984-10-26,1984-10-26,"1984-10-24","1984-10-28","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","118","Megin_Lake",1984-10-27,1984-10-26,1984-10-26,"1984-10-25","1984-10-29","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","118","Megin_Lake",NA,NA,1984-07-26,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","118","Megin_Lake",NA,NA,1984-10-27,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","32","Mercer_Lake",1984-09-05,1984-09-05,1984-09-05,"1984-09-03","1984-09-07","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","32","Mercer_Lake",1984-09-06,1984-09-05,1984-09-05,"1984-09-04","1984-09-08","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","32","Mercer_Lake",NA,NA,1984-09-06,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","45","Muchalat_Lake",1984-10-25,1984-10-25,1984-10-25,"1984-10-23","1984-10-27","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","45","Muchalat_Lake",1984-10-26,1984-10-25,1984-10-25,"1984-10-24","1984-10-28","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","45","Muchalat_Lake",NA,NA,1984-10-26,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","44","Muriel_Lake",1984-11-20,1984-11-20,1984-11-20,"1984-11-18","1984-11-22","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","44","Muriel_Lake",NA,NA,1984-06-28,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","NA","NA",NA,NA,1984-10-23,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","121","Nahwitti_Lake",1984-11-15,1984-11-15,1984-11-15,"1984-11-13","1984-11-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","21","Nimpkish_Lake",1984-08-22,1984-08-22,1984-08-22,"1984-08-20","1984-08-24","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","21","Nimpkish_Lake",1984-08-23,1984-08-22,1984-08-22,"1984-08-21","1984-08-25","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","21","Nimpkish_Lake",1984-11-08,1984-11-08,1984-11-08,"1984-11-06","1984-11-10","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","21","Nimpkish_Lake",1984-11-09,1984-11-08,1984-11-08,"1984-11-07","1984-11-11","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","21","Nimpkish_Lake",NA,NA,1984-08-23,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","21","Nimpkish_Lake",NA,NA,1984-11-09,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","59","Phillips_Lake",NA,NA,1984-11-06,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","122","Quatse_Lake",1984-11-13,1984-11-13,1984-11-13,"1984-11-11","1984-11-15","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","2","Sproat_Lake",1984-10-01,1984-10-01,1984-10-01,"1984-09-29","1984-10-03","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","2","Sproat_Lake",1984-10-02,1984-10-01,1984-10-01,"1984-09-30","1984-10-04","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","2","Sproat_Lake",NA,NA,1984-10-02,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","22","Woss_Lake",1984-08-21,1984-08-21,1984-08-21,"1984-08-19","1984-08-23","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","22","Woss_Lake",1984-08-22,1984-08-21,1984-08-21,"1984-08-20","1984-08-24","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","22","Woss_Lake",1984-11-07,1984-11-07,1984-11-07,"1984-11-05","1984-11-09","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1984","22","Woss_Lake",NA,NA,1984-08-22,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1984","69","Yakoun_Lake",NA,NA,1984-09-10,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","27","Awun_Lake",NA,NA,1985-08-30,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","27","Awun_Lake",NA,NA,1985-10-30,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","107","Cheewhat_Lake",1985-08-21,1985-08-20,1985-08-20,"1985-08-19","1985-08-23","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","107","Cheewhat_Lake",1986-03-19,1986-03-19,1986-03-19,"1986-03-17","1986-03-21","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","107","Cheewhat_Lake",1986-03-20,1986-03-19,1986-03-19,"1986-03-18","1986-03-22","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","107","Cheewhat_Lake",NA,NA,1985-04-25,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","107","Cheewhat_Lake",NA,NA,1985-05-03,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","107","Cheewhat_Lake",NA,NA,1985-08-21,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","107","Cheewhat_Lake",NA,NA,1986-03-20,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","29","Devon_Lake",1985-09-08,1985-09-08,1985-09-08,"1985-09-06","1985-09-10","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","29","Devon_Lake",1985-09-09,1985-09-08,1985-09-08,"1985-09-07","1985-09-11","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","29","Devon_Lake",NA,NA,1985-09-09,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","25","Eden_Lake",1985-08-30,1985-08-30,1985-08-30,"1985-08-28","1985-09-01","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","25","Eden_Lake",1985-08-31,1985-08-30,1985-08-30,"1985-08-29","1985-09-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","25","Eden_Lake",NA,NA,1985-08-31,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","120","Glendale_Lake",1985-10-16,1985-10-16,1985-10-16,"1985-10-14","1985-10-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","1","Great_Central_Lake",1985-12-10,1985-12-10,1985-12-10,"1985-12-08","1985-12-12","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","1","Great_Central_Lake",1985-12-10,1985-12-11,1985-12-11,"1985-12-08","1985-12-12","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","3","Henderson_Lake",1985-08-17,1985-08-17,1985-08-17,"1985-08-15","1985-08-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","3","Henderson_Lake",1985-08-17,1985-08-18,1985-08-18,"1985-08-15","1985-08-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","3","Henderson_Lake",1985-08-18,1985-08-17,1985-08-17,"1985-08-16","1985-08-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","3","Henderson_Lake",1985-08-18,1985-08-18,1985-08-18,"1985-08-16","1985-08-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","50","Heydon_Lake",NA,NA,1985-09-16,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","6","Hobiton_Lake",1985-05-31,1985-05-30,1985-05-30,"1985-05-29","1985-06-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",1985-06-12,1985-06-10,1985-06-10,"1985-06-10","1985-06-14","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",1985-06-25,1985-06-24,1985-06-24,"1985-06-23","1985-06-27","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",1985-06-26,1985-06-24,1985-06-24,"1985-06-24","1985-06-28","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",1985-07-04,1985-07-03,1985-07-03,"1985-07-02","1985-07-06","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",1985-07-10,1985-07-09,1985-07-09,"1985-07-08","1985-07-12","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",1985-07-31,1985-07-30,1985-07-30,"1985-07-29","1985-08-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",1985-07-31,1985-07-31,1985-07-31,"1985-07-29","1985-08-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",1985-08-19,1985-08-18,1985-08-18,"1985-08-17","1985-08-21","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",1985-08-19,1985-08-19,1985-08-19,"1985-08-17","1985-08-21","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",1985-09-20,1985-09-19,1985-09-19,"1985-09-18","1985-09-22","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",1985-09-20,1985-09-20,1985-09-20,"1985-09-18","1985-09-22","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",1985-11-28,1985-11-27,1985-11-27,"1985-11-26","1985-11-30","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",1985-11-28,1985-11-28,1985-11-28,"1985-11-26","1985-11-30","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",1986-01-24,1986-01-23,1986-01-23,"1986-01-22","1986-01-26","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",1986-01-24,1986-01-24,1986-01-24,"1986-01-22","1986-01-26","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",1986-01-24,1986-01-25,1986-01-25,"1986-01-22","1986-01-26","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","6","Hobiton_Lake",NA,1985-06-04,1985-06-04,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1985","6","Hobiton_Lake",NA,1986-03-20,1986-03-20,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1985","6","Hobiton_Lake",NA,1986-03-21,1986-03-21,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1985","6","Hobiton_Lake",NA,1986-03-22,1986-03-22,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1985","6","Hobiton_Lake",NA,NA,1985-05-06,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","6","Hobiton_Lake",NA,NA,1985-05-31,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","6","Hobiton_Lake",NA,NA,1985-06-12,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","6","Hobiton_Lake",NA,NA,1985-06-25,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","6","Hobiton_Lake",NA,NA,1985-06-26,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","6","Hobiton_Lake",NA,NA,1985-07-04,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","6","Hobiton_Lake",NA,NA,1985-07-10,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","26","Ian_Lake",NA,NA,1985-09-01,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","108","Jansen_Lake",1985-11-08,1985-11-08,1985-11-08,"1985-11-06","1985-11-10","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","108","Jansen_Lake",1985-11-09,1985-11-08,1985-11-08,"1985-11-07","1985-11-11","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","108","Jansen_Lake",1986-02-12,1986-02-12,1986-02-12,"1986-02-10","1986-02-14","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","108","Jansen_Lake",NA,NA,1985-08-25,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","108","Jansen_Lake",NA,NA,1985-11-09,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1985","40","Kennedy_Lake_(Clay)",1985-04-02,1985-04-02,1985-04-02,"1985-03-31","1985-04-04","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-04-02,1985-04-03,1985-04-03,"1985-03-31","1985-04-04","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-04-03,1985-04-02,1985-04-02,"1985-04-01","1985-04-05","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-04-03,1985-04-03,1985-04-03,"1985-04-01","1985-04-05","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-04-04,1985-04-02,1985-04-02,"1985-04-02","1985-04-06","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-04-04,1985-04-03,1985-04-03,"1985-04-02","1985-04-06","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-06-01,1985-05-31,1985-05-31,"1985-05-30","1985-06-03","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-06-01,1985-06-01,1985-06-01,"1985-05-30","1985-06-03","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-06-02,1985-05-31,1985-05-31,"1985-05-31","1985-06-04","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-06-02,1985-06-01,1985-06-01,"1985-05-31","1985-06-04","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-06-03,1985-06-01,1985-06-01,"1985-06-01","1985-06-05","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-06-29,1985-06-28,1985-06-28,"1985-06-27","1985-07-01","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-06-29,1985-06-29,1985-06-29,"1985-06-27","1985-07-01","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-06-29,1985-06-30,1985-06-30,"1985-06-27","1985-07-01","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-06-30,1985-06-28,1985-06-28,"1985-06-28","1985-07-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-06-30,1985-06-29,1985-06-29,"1985-06-28","1985-07-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-06-30,1985-06-30,1985-06-30,"1985-06-28","1985-07-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-07-11,1985-07-10,1985-07-10,"1985-07-09","1985-07-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-07-11,1985-07-11,1985-07-11,"1985-07-09","1985-07-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-07-11,1985-07-12,1985-07-12,"1985-07-09","1985-07-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-07-11,1985-07-13,1985-07-13,"1985-07-09","1985-07-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-07-12,1985-07-10,1985-07-10,"1985-07-10","1985-07-14","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-07-12,1985-07-11,1985-07-11,"1985-07-10","1985-07-14","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-07-12,1985-07-12,1985-07-12,"1985-07-10","1985-07-14","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-07-12,1985-07-13,1985-07-13,"1985-07-10","1985-07-14","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-08-14,1985-08-13,1985-08-13,"1985-08-12","1985-08-16","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-08-14,1985-08-14,1985-08-14,"1985-08-12","1985-08-16","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-08-14,1985-08-15,1985-08-15,"1985-08-12","1985-08-16","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-08-14,1985-08-16,1985-08-16,"1985-08-12","1985-08-16","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-08-15,1985-08-13,1985-08-13,"1985-08-13","1985-08-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-08-15,1985-08-14,1985-08-14,"1985-08-13","1985-08-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-08-15,1985-08-15,1985-08-15,"1985-08-13","1985-08-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-08-15,1985-08-16,1985-08-16,"1985-08-13","1985-08-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-08-15,1985-08-17,1985-08-17,"1985-08-13","1985-08-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-08-16,1985-08-14,1985-08-14,"1985-08-14","1985-08-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-08-16,1985-08-15,1985-08-15,"1985-08-14","1985-08-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-08-16,1985-08-16,1985-08-16,"1985-08-14","1985-08-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-08-16,1985-08-17,1985-08-17,"1985-08-14","1985-08-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-09-17,1985-09-17,1985-09-17,"1985-09-15","1985-09-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-09-17,1985-09-18,1985-09-18,"1985-09-15","1985-09-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-09-17,1985-09-19,1985-09-19,"1985-09-15","1985-09-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-09-18,1985-09-17,1985-09-17,"1985-09-16","1985-09-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-09-18,1985-09-18,1985-09-18,"1985-09-16","1985-09-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-09-18,1985-09-19,1985-09-19,"1985-09-16","1985-09-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-10-30,1985-10-30,1985-10-30,"1985-10-28","1985-11-01","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-10-30,1985-10-31,1985-10-31,"1985-10-28","1985-11-01","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-10-30,1985-11-01,1985-11-01,"1985-10-28","1985-11-01","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1985","40","Kennedy_Lake_(Clay)",1985-10-31,1985-10-30,1985-10-30,"1985-10-29","1985-11-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
