"lake_code","lake_name","survey_date_trawl","interval_start","interval_end","ats_year","source_file","trawl_number","survey_date_acoustic","id_acoustic","match_status","transect"
"21","Nimpkish_Lake",1982-07-23,"1982-07-21","1982-07-25","1982","Trawl, Acoustic","5",1982-07-22,150,"MATCH",NA
"21","Nimpkish_Lake",1982-07-23,"1982-07-21","1982-07-25","1982","Trawl, Acoustic","6",1982-07-22,150,"MATCH",NA
"21","Nimpkish_Lake",1982-08-18,"1982-08-16","1982-08-20","1982","Trawl, Acoustic","1",1982-08-17,151,"MATCH",NA
"21","Nimpkish_Lake",1982-08-18,"1982-08-16","1982-08-20","1982","Trawl, Acoustic","2",1982-08-17,151,"MATCH",NA
"21","Nimpkish_Lake",1982-08-18,"1982-08-16","1982-08-20","1982","Trawl, Acoustic","3",1982-08-17,151,"MATCH",NA
"21","Nimpkish_Lake",1982-08-19,"1982-08-17","1982-08-21","1982","Trawl, Acoustic","4",1982-08-17,151,"MATCH",NA
"21","Nimpkish_Lake",1982-08-19,"1982-08-17","1982-08-21","1982","Trawl, Acoustic","5",1982-08-17,151,"MATCH",NA
"21","Nimpkish_Lake",1982-11-17,"1982-11-15","1982-11-19","1982","Trawl, Acoustic","1",1982-11-17,152,"MATCH",NA
"21","Nimpkish_Lake",1982-11-17,"1982-11-15","1982-11-19","1982","Trawl, Acoustic","2",1982-11-17,152,"MATCH",NA
"21","Nimpkish_Lake",1982-11-17,"1982-11-15","1982-11-19","1982","Trawl, Acoustic","3",1982-11-17,152,"MATCH",NA
"21","Nimpkish_Lake",1982-11-18,"1982-11-16","1982-11-20","1982","Trawl, Acoustic","4",1982-11-17,152,"MATCH",NA
"21","Nimpkish_Lake",1982-11-18,"1982-11-16","1982-11-20","1982","Trawl, Acoustic","5",1982-11-17,152,"MATCH",NA
"2","Sproat_Lake",1982-08-25,"1982-08-23","1982-08-27","1982","Trawl, Acoustic","1",1982-08-25,153,"MATCH",NA
"2","Sproat_Lake",1982-08-25,"1982-08-23","1982-08-27","1982","Trawl, Acoustic","2",1982-08-25,153,"MATCH",NA
"2","Sproat_Lake",1982-08-26,"1982-08-24","1982-08-28","1982","Trawl, Acoustic","3",1982-08-25,153,"MATCH",NA
"2","Sproat_Lake",1982-08-26,"1982-08-24","1982-08-28","1982","Trawl, Acoustic","4",1982-08-25,153,"MATCH",NA
"2","Sproat_Lake",1982-08-26,"1982-08-24","1982-08-28","1982","Trawl, Acoustic","5",1982-08-25,153,"MATCH",NA
"2","Sproat_Lake",1982-08-27,"1982-08-25","1982-08-29","1982","Trawl, Acoustic","6",1982-08-25,153,"MATCH",NA
"2","Sproat_Lake",1983-03-02,"1983-02-28","1983-03-04","1982","Trawl, Acoustic","1",1983-03-02,155,"MATCH",NA
"2","Sproat_Lake",1983-03-02,"1983-02-28","1983-03-04","1982","Trawl, Acoustic","2",1983-03-02,155,"MATCH",NA
"2","Sproat_Lake",1983-03-03,"1983-03-01","1983-03-05","1982","Trawl, Acoustic","3",1983-03-02,155,"MATCH",NA
"2","Sproat_Lake",1983-03-03,"1983-03-01","1983-03-05","1982","Trawl, Acoustic","4",1983-03-02,155,"MATCH",NA
"2","Sproat_Lake",1983-03-03,"1983-03-01","1983-03-05","1982","Trawl, Acoustic","5",1983-03-02,155,"MATCH",NA
"22","Woss_Lake",1982-08-20,"1982-08-18","1982-08-22","1982","Trawl, Acoustic","1",1982-08-19,156,"MATCH",NA
"22","Woss_Lake",1982-08-20,"1982-08-18","1982-08-22","1982","Trawl, Acoustic","2",1982-08-19,156,"MATCH",NA
"22","Woss_Lake",1982-08-20,"1982-08-18","1982-08-22","1982","Trawl, Acoustic","3",1982-08-19,156,"MATCH",NA
"22","Woss_Lake",1982-11-29,"1982-11-27","1982-12-01","1982","Trawl, Acoustic","1",1982-11-29,157,"MATCH",NA
"22","Woss_Lake",1982-11-29,"1982-11-27","1982-12-01","1982","Trawl, Acoustic","2",1982-11-29,157,"MATCH",NA
"22","Woss_Lake",1982-11-29,"1982-11-27","1982-12-01","1982","Trawl, Acoustic","3",1982-11-29,157,"MATCH",NA
"22","Woss_Lake",1982-11-29,"1982-11-27","1982-12-01","1982","Trawl, Acoustic","4",1982-11-29,157,"MATCH",NA
"22","Woss_Lake",1982-11-29,"1982-11-27","1982-12-01","1982","Trawl, Acoustic","5",1982-11-29,157,"MATCH",NA
"69","Yakoun_Lake",1982-10-03,"1982-10-01","1982-10-05","1982","Trawl, Acoustic","1",1982-10-02,158,"MATCH",NA
"69","Yakoun_Lake",1982-10-03,"1982-10-01","1982-10-05","1982","Trawl, Acoustic","2",1982-10-02,158,"MATCH",NA
"69","Yakoun_Lake",1982-10-03,"1982-10-01","1982-10-05","1982","Trawl, Acoustic","3",1982-10-02,158,"MATCH",NA
"69","Yakoun_Lake",1982-10-03,"1982-10-01","1982-10-05","1982","Trawl, Acoustic","4",1982-10-02,158,"MATCH",NA
"69","Yakoun_Lake",1982-10-03,"1982-10-01","1982-10-05","1982","Trawl, Acoustic","5",1982-10-02,158,"MATCH",NA
"27","Awun_Lake",1983-08-29,"1983-08-27","1983-08-31","1983","Trawl, Acoustic","1",1983-08-29,159,"MATCH",NA
"27","Awun_Lake",1983-08-29,"1983-08-27","1983-08-31","1983","Trawl, Acoustic","2",1983-08-29,159,"MATCH",NA
"27","Awun_Lake",1983-08-29,"1983-08-27","1983-08-31","1983","Trawl, Acoustic","3",1983-08-29,159,"MATCH",NA
"27","Awun_Lake",1983-08-29,"1983-08-27","1983-08-31","1983","Trawl, Acoustic","4",1983-08-29,159,"MATCH",NA
"27","Awun_Lake",1983-08-30,"1983-08-28","1983-09-01","1983","Trawl, Acoustic","5",1983-08-29,159,"MATCH",NA
"31","Bonilla_Lake",1983-09-07,"1983-09-05","1983-09-09","1983","Trawl, Acoustic","1",1983-09-07,160,"MATCH",NA
"31","Bonilla_Lake",1983-09-07,"1983-09-05","1983-09-09","1983","Trawl, Acoustic","2",1983-09-07,160,"MATCH",NA
"31","Bonilla_Lake",1983-09-07,"1983-09-05","1983-09-09","1983","Trawl, Acoustic","3",1983-09-07,160,"MATCH",NA
"31","Bonilla_Lake",1983-09-07,"1983-09-05","1983-09-09","1983","Trawl, Acoustic","4",1983-09-07,160,"MATCH",NA
"31","Bonilla_Lake",1983-09-08,"1983-09-06","1983-09-10","1983","Trawl, Acoustic","5",1983-09-07,160,"MATCH",NA
"107","Cheewhat_Lake",1983-11-01,"1983-10-30","1983-11-03","1983","Trawl, Acoustic","1",1983-11-01,161,"MATCH",NA
"107","Cheewhat_Lake",1983-11-01,"1983-10-30","1983-11-03","1983","Trawl, Acoustic","2",1983-11-01,161,"MATCH",NA
"107","Cheewhat_Lake",1983-11-01,"1983-10-30","1983-11-03","1983","Trawl, Acoustic","3",1983-11-01,161,"MATCH",NA
"107","Cheewhat_Lake",1983-11-01,"1983-10-30","1983-11-03","1983","Trawl, Acoustic","4",1983-11-01,161,"MATCH",NA
"28","Curtis_Lake",1983-09-08,"1983-09-06","1983-09-10","1983","Trawl, Acoustic","1",1983-09-08,162,"MATCH",NA
"28","Curtis_Lake",1983-09-08,"1983-09-06","1983-09-10","1983","Trawl, Acoustic","2",1983-09-08,162,"MATCH",NA
"28","Curtis_Lake",1983-09-08,"1983-09-06","1983-09-10","1983","Trawl, Acoustic","3",1983-09-08,162,"MATCH",NA
"28","Curtis_Lake",1983-09-09,"1983-09-07","1983-09-11","1983","Trawl, Acoustic","4",1983-09-08,162,"MATCH",NA
"28","Curtis_Lake",1983-09-09,"1983-09-07","1983-09-11","1983","Trawl, Acoustic","5",1983-09-08,162,"MATCH",NA
"29","Devon_Lake",1983-09-09,"1983-09-07","1983-09-11","1983","Trawl, Acoustic","1",1983-09-09,163,"MATCH",NA
"29","Devon_Lake",1983-09-09,"1983-09-07","1983-09-11","1983","Trawl, Acoustic","2",1983-09-09,163,"MATCH",NA
"29","Devon_Lake",1983-09-09,"1983-09-07","1983-09-11","1983","Trawl, Acoustic","3",1983-09-09,163,"MATCH",NA
"29","Devon_Lake",1983-09-09,"1983-09-07","1983-09-11","1983","Trawl, Acoustic","4",1983-09-09,163,"MATCH",NA
"29","Devon_Lake",1983-09-09,"1983-09-07","1983-09-11","1983","Trawl, Acoustic","5",1983-09-09,163,"MATCH",NA
"25","Eden_Lake",1983-09-02,"1983-08-31","1983-09-04","1983","Trawl, Acoustic","1",1983-09-02,164,"MATCH",NA
"25","Eden_Lake",1983-09-02,"1983-08-31","1983-09-04","1983","Trawl, Acoustic","2",1983-09-02,164,"MATCH",NA
"25","Eden_Lake",1983-09-02,"1983-08-31","1983-09-04","1983","Trawl, Acoustic","3",1983-09-02,164,"MATCH",NA
"25","Eden_Lake",1983-09-02,"1983-08-31","1983-09-04","1983","Trawl, Acoustic","4",1983-09-02,164,"MATCH",NA
"25","Eden_Lake",1983-09-03,"1983-09-01","1983-09-05","1983","Trawl, Acoustic","5",1983-09-02,164,"MATCH",NA
"25","Eden_Lake",1983-09-03,"1983-09-01","1983-09-05","1983","Trawl, Acoustic","6",1983-09-02,164,"MATCH",NA
"1","Great_Central_Lake",1983-08-30,"1983-08-28","1983-09-01","1983","Trawl, Acoustic","1",1983-08-30,165,"MATCH",NA
"1","Great_Central_Lake",1983-08-30,"1983-08-28","1983-09-01","1983","Trawl, Acoustic","2",1983-08-30,165,"MATCH",NA
"1","Great_Central_Lake",1983-08-30,"1983-08-28","1983-09-01","1983","Trawl, Acoustic","3",1983-08-30,165,"MATCH",NA
"1","Great_Central_Lake",1983-08-31,"1983-08-29","1983-09-02","1983","Trawl, Acoustic","4",1983-08-30,165,"MATCH",NA
"1","Great_Central_Lake",1983-11-01,"1983-10-30","1983-11-03","1983","Trawl, Acoustic","1",1983-11-01,166,"MATCH",NA
"1","Great_Central_Lake",1983-11-01,"1983-10-30","1983-11-03","1983","Trawl, Acoustic","2",1983-11-01,166,"MATCH",NA
"3","Henderson_Lake",1983-07-25,"1983-07-23","1983-07-27","1983","Trawl, Acoustic","1",1983-07-25,167,"MATCH",NA
"3","Henderson_Lake",1983-07-25,"1983-07-23","1983-07-27","1983","Trawl, Acoustic","2",1983-07-25,167,"MATCH",NA
"3","Henderson_Lake",1983-07-25,"1983-07-23","1983-07-27","1983","Trawl, Acoustic","3",1983-07-25,167,"MATCH",NA
"3","Henderson_Lake",1983-07-26,"1983-07-24","1983-07-28","1983","Trawl, Acoustic","4",1983-07-25,167,"MATCH",NA
"3","Henderson_Lake",1983-07-26,"1983-07-24","1983-07-28","1983","Trawl, Acoustic","5",1983-07-25,167,"MATCH",NA
"3","Henderson_Lake",1983-09-14,"1983-09-12","1983-09-16","1983","Trawl, Acoustic","1",1983-09-14,168,"MATCH",NA
"3","Henderson_Lake",1983-09-14,"1983-09-12","1983-09-16","1983","Trawl, Acoustic","2",1983-09-14,168,"MATCH",NA
"3","Henderson_Lake",1983-09-14,"1983-09-12","1983-09-16","1983","Trawl, Acoustic","3",1983-09-14,168,"MATCH",NA
"3","Henderson_Lake",1983-09-14,"1983-09-12","1983-09-16","1983","Trawl, Acoustic","4",1983-09-14,168,"MATCH",NA
"3","Henderson_Lake",1983-09-15,"1983-09-13","1983-09-17","1983","Trawl, Acoustic","5",1983-09-14,168,"MATCH",NA
"6","Hobiton_Lake",1983-07-24,"1983-07-22","1983-07-26","1983","Trawl, Acoustic","1",1983-07-24,172,"MATCH",NA
"6","Hobiton_Lake",1983-07-25,"1983-07-23","1983-07-27","1983","Trawl, Acoustic","2",1983-07-24,172,"MATCH",NA
"6","Hobiton_Lake",1983-07-25,"1983-07-23","1983-07-27","1983","Trawl, Acoustic","3",1983-07-24,172,"MATCH",NA
"6","Hobiton_Lake",1983-07-25,"1983-07-23","1983-07-27","1983","Trawl, Acoustic","4",1983-07-24,172,"MATCH",NA
"6","Hobiton_Lake",1983-07-25,"1983-07-23","1983-07-27","1983","Trawl, Acoustic","5",1983-07-24,172,"MATCH",NA
"6","Hobiton_Lake",1983-09-15,"1983-09-13","1983-09-17","1983","Trawl, Acoustic","1",1983-09-15,173,"MATCH",NA
"6","Hobiton_Lake",1983-09-15,"1983-09-13","1983-09-17","1983","Trawl, Acoustic","2",1983-09-15,173,"MATCH",NA
"6","Hobiton_Lake",1983-09-15,"1983-09-13","1983-09-17","1983","Trawl, Acoustic","3",1983-09-15,173,"MATCH",NA
"6","Hobiton_Lake",1983-09-15,"1983-09-13","1983-09-17","1983","Trawl, Acoustic","4",1983-09-15,173,"MATCH",NA
"6","Hobiton_Lake",1983-09-15,"1983-09-13","1983-09-17","1983","Trawl, Acoustic","5",1983-09-15,173,"MATCH",NA
"6","Hobiton_Lake",1983-10-31,"1983-10-29","1983-11-02","1983","Trawl, Acoustic","1",1983-10-31,174,"MATCH",NA
"6","Hobiton_Lake",1983-10-31,"1983-10-29","1983-11-02","1983","Trawl, Acoustic","2",1983-10-31,174,"MATCH",NA
"6","Hobiton_Lake",1983-10-31,"1983-10-29","1983-11-02","1983","Trawl, Acoustic","3",1983-10-31,174,"MATCH",NA
"6","Hobiton_Lake",1983-10-31,"1983-10-29","1983-11-02","1983","Trawl, Acoustic","4",1983-10-31,174,"MATCH",NA
"6","Hobiton_Lake",1983-10-31,"1983-10-29","1983-11-02","1983","Trawl, Acoustic","5",1983-10-31,174,"MATCH",NA
"6","Hobiton_Lake",1984-03-06,"1984-03-04","1984-03-08","1983","Trawl, Acoustic","1",1984-03-06,175,"MATCH",NA
"6","Hobiton_Lake",1984-03-06,"1984-03-04","1984-03-08","1983","Trawl, Acoustic","1",1984-03-07,176,"MATCH",NA
"6","Hobiton_Lake",1984-03-06,"1984-03-04","1984-03-08","1983","Trawl, Acoustic","1",1984-03-08,177,"MATCH",NA
"6","Hobiton_Lake",1984-03-07,"1984-03-05","1984-03-09","1983","Trawl, Acoustic","2",1984-03-06,175,"MATCH",NA
"6","Hobiton_Lake",1984-03-07,"1984-03-05","1984-03-09","1983","Trawl, Acoustic","2",1984-03-07,176,"MATCH",NA
"6","Hobiton_Lake",1984-03-07,"1984-03-05","1984-03-09","1983","Trawl, Acoustic","2",1984-03-08,177,"MATCH",NA
"6","Hobiton_Lake",1984-03-07,"1984-03-05","1984-03-09","1983","Trawl, Acoustic","3",1984-03-06,175,"MATCH",NA
"6","Hobiton_Lake",1984-03-07,"1984-03-05","1984-03-09","1983","Trawl, Acoustic","3",1984-03-07,176,"MATCH",NA
"6","Hobiton_Lake",1984-03-07,"1984-03-05","1984-03-09","1983","Trawl, Acoustic","3",1984-03-08,177,"MATCH",NA
"6","Hobiton_Lake",1984-03-07,"1984-03-05","1984-03-09","1983","Trawl, Acoustic","4",1984-03-06,175,"MATCH",NA
"6","Hobiton_Lake",1984-03-07,"1984-03-05","1984-03-09","1983","Trawl, Acoustic","4",1984-03-07,176,"MATCH",NA
"6","Hobiton_Lake",1984-03-07,"1984-03-05","1984-03-09","1983","Trawl, Acoustic","4",1984-03-08,177,"MATCH",NA
"26","Ian_Lake",1983-09-01,"1983-08-30","1983-09-03","1983","Trawl, Acoustic","1",1983-09-01,178,"MATCH",NA
"26","Ian_Lake",1983-09-01,"1983-08-30","1983-09-03","1983","Trawl, Acoustic","2",1983-09-01,178,"MATCH",NA
"26","Ian_Lake",1983-09-01,"1983-08-30","1983-09-03","1983","Trawl, Acoustic","3",1983-09-01,178,"MATCH",NA
"26","Ian_Lake",1983-09-01,"1983-08-30","1983-09-03","1983","Trawl, Acoustic","4",1983-09-01,178,"MATCH",NA
"26","Ian_Lake",1983-09-01,"1983-08-30","1983-09-03","1983","Trawl, Acoustic","5",1983-09-01,178,"MATCH",NA
"108","Jansen_Lake",1983-11-07,"1983-11-05","1983-11-09","1983","Trawl, Acoustic","1",1983-11-07,179,"MATCH",NA
"108","Jansen_Lake",1983-11-07,"1983-11-05","1983-11-09","1983","Trawl, Acoustic","2",1983-11-07,179,"MATCH",NA
"108","Jansen_Lake",1983-11-07,"1983-11-05","1983-11-09","1983","Trawl, Acoustic","3",1983-11-07,179,"MATCH",NA
"108","Jansen_Lake",1983-11-07,"1983-11-05","1983-11-09","1983","Trawl, Acoustic","4",1983-11-07,179,"MATCH",NA
"108","Jansen_Lake",1983-11-07,"1983-11-05","1983-11-09","1983","Trawl, Acoustic","5",1983-11-07,179,"MATCH",NA
"108","Jansen_Lake",1983-11-07,"1983-11-05","1983-11-09","1983","Trawl, Acoustic","6",1983-11-07,179,"MATCH",NA
"40","Kennedy_Lake_(Clay)",1983-09-14,"1983-09-12","1983-09-16","1983","Trawl, Acoustic","1",1983-09-14,180,"MATCH",NA
"40","Kennedy_Lake_(Clay)",1983-09-14,"1983-09-12","1983-09-16","1983","Trawl, Acoustic","2",1983-09-14,180,"MATCH",NA
"40","Kennedy_Lake_(Clay)",1983-09-14,"1983-09-12","1983-09-16","1983","Trawl, Acoustic","3",1983-09-14,180,"MATCH",NA
"40","Kennedy_Lake_(Clay)",1983-09-15,"1983-09-13","1983-09-17","1983","Trawl, Acoustic","4",1983-09-14,180,"MATCH",NA
"40","Kennedy_Lake_(Clay)",1983-09-15,"1983-09-13","1983-09-17","1983","Trawl, Acoustic","5",1983-09-14,180,"MATCH",NA
"40","Kennedy_Lake_(Clay)",1983-10-05,"1983-10-03","1983-10-07","1983","Trawl, Acoustic","1",1983-10-05,181,"MATCH",NA
"40","Kennedy_Lake_(Clay)",1983-10-05,"1983-10-03","1983-10-07","1983","Trawl, Acoustic","2",1983-10-05,181,"MATCH",NA
"40","Kennedy_Lake_(Clay)",1983-10-05,"1983-10-03","1983-10-07","1983","Trawl, Acoustic","3",1983-10-05,181,"MATCH",NA
"40","Kennedy_Lake_(Clay)",1983-10-05,"1983-10-03","1983-10-07","1983","Trawl, Acoustic","4",1983-10-05,181,"MATCH",NA
"40","Kennedy_Lake_(Clay)",1983-10-05,"1983-10-03","1983-10-07","1983","Trawl, Acoustic","5",1983-10-05,181,"MATCH",NA
"41","Kennedy_Lake_(Main)",1983-09-13,"1983-09-11","1983-09-15","1983","Trawl, Acoustic","1",1983-09-13,182,"MATCH",NA
"41","Kennedy_Lake_(Main)",1983-09-13,"1983-09-11","1983-09-15","1983","Trawl, Acoustic","2",1983-09-13,182,"MATCH",NA
"41","Kennedy_Lake_(Main)",1983-09-13,"1983-09-11","1983-09-15","1983","Trawl, Acoustic","3",1983-09-13,182,"MATCH",NA
"41","Kennedy_Lake_(Main)",1983-09-14,"1983-09-12","1983-09-16","1983","Trawl, Acoustic","4",1983-09-13,182,"MATCH",NA
"41","Kennedy_Lake_(Main)",1983-09-14,"1983-09-12","1983-09-16","1983","Trawl, Acoustic","5",1983-09-13,182,"MATCH",NA
"41","Kennedy_Lake_(Main)",1983-10-04,"1983-10-02","1983-10-06","1983","Trawl, Acoustic","1",1983-10-04,183,"MATCH",NA
"41","Kennedy_Lake_(Main)",1983-10-04,"1983-10-02","1983-10-06","1983","Trawl, Acoustic","2",1983-10-04,183,"MATCH",NA
"41","Kennedy_Lake_(Main)",1983-10-04,"1983-10-02","1983-10-06","1983","Trawl, Acoustic","3",1983-10-04,183,"MATCH",NA
"41","Kennedy_Lake_(Main)",1983-10-04,"1983-10-02","1983-10-06","1983","Trawl, Acoustic","4",1983-10-04,183,"MATCH",NA
"41","Kennedy_Lake_(Main)",1983-10-05,"1983-10-03","1983-10-07","1983","Trawl, Acoustic","5",1983-10-04,183,"MATCH",NA
"20","Lowe_Lake",1983-09-05,"1983-09-03","1983-09-07","1983","Trawl, Acoustic","1",1983-09-05,192,"MATCH",NA
"20","Lowe_Lake",1983-09-05,"1983-09-03","1983-09-07","1983","Trawl, Acoustic","2",1983-09-05,192,"MATCH",NA
"20","Lowe_Lake",1983-09-05,"1983-09-03","1983-09-07","1983","Trawl, Acoustic","3",1983-09-05,192,"MATCH",NA
"20","Lowe_Lake",1983-09-05,"1983-09-03","1983-09-07","1983","Trawl, Acoustic","4",1983-09-05,192,"MATCH",NA
"20","Lowe_Lake",1983-09-05,"1983-09-03","1983-09-07","1983","Trawl, Acoustic","5",1983-09-05,192,"MATCH",NA
"32","Mercer_Lake",1983-08-31,"1983-08-29","1983-09-02","1983","Trawl, Acoustic","1",1983-08-31,193,"MATCH",NA
"32","Mercer_Lake",1983-08-31,"1983-08-29","1983-09-02","1983","Trawl, Acoustic","2",1983-08-31,193,"MATCH",NA
"32","Mercer_Lake",1983-08-31,"1983-08-29","1983-09-02","1983","Trawl, Acoustic","3",1983-08-31,193,"MATCH",NA
"32","Mercer_Lake",1983-08-31,"1983-08-29","1983-09-02","1983","Trawl, Acoustic","4",1983-08-31,193,"MATCH",NA
"32","Mercer_Lake",1983-08-31,"1983-08-29","1983-09-02","1983","Trawl, Acoustic","5",1983-08-31,193,"MATCH",NA
"45","Muchalat_Lake",1983-11-06,"1983-11-04","1983-11-08","1983","Trawl, Acoustic","1",1983-11-06,194,"MATCH",NA
"45","Muchalat_Lake",1983-11-06,"1983-11-04","1983-11-08","1983","Trawl, Acoustic","2",1983-11-06,194,"MATCH",NA
"45","Muchalat_Lake",1983-11-06,"1983-11-04","1983-11-08","1983","Trawl, Acoustic","3",1983-11-06,194,"MATCH",NA
"45","Muchalat_Lake",1983-11-06,"1983-11-04","1983-11-08","1983","Trawl, Acoustic","4",1983-11-06,194,"MATCH",NA
"45","Muchalat_Lake",1983-11-06,"1983-11-04","1983-11-08","1983","Trawl, Acoustic","5",1983-11-06,194,"MATCH",NA
"44","Muriel_Lake",1983-06-22,"1983-06-20","1983-06-24","1983","Trawl, Acoustic","1",1983-06-21,195,"MATCH",NA
"44","Muriel_Lake",1983-06-22,"1983-06-20","1983-06-24","1983","Trawl, Acoustic","2",1983-06-21,195,"MATCH",NA
"44","Muriel_Lake",1983-06-22,"1983-06-20","1983-06-24","1983","Trawl, Acoustic","3",1983-06-21,195,"MATCH",NA
"44","Muriel_Lake",1983-09-01,"1983-08-30","1983-09-03","1983","Trawl, Acoustic","1",1983-09-01,196,"MATCH",NA
"44","Muriel_Lake",1983-09-01,"1983-08-30","1983-09-03","1983","Trawl, Acoustic","2",1983-09-01,196,"MATCH",NA
"44","Muriel_Lake",1983-09-01,"1983-08-30","1983-09-03","1983","Trawl, Acoustic","3",1983-09-01,196,"MATCH",NA
"44","Muriel_Lake",1983-11-04,"1983-11-02","1983-11-06","1983","Trawl, Acoustic","1",1983-11-04,197,"MATCH",NA
"44","Muriel_Lake",1983-11-04,"1983-11-02","1983-11-06","1983","Trawl, Acoustic","2",1983-11-04,197,"MATCH",NA
"44","Muriel_Lake",1983-11-04,"1983-11-02","1983-11-06","1983","Trawl, Acoustic","3",1983-11-04,197,"MATCH",NA
"44","Muriel_Lake",1983-11-04,"1983-11-02","1983-11-06","1983","Trawl, Acoustic","4",1983-11-04,197,"MATCH",NA
"44","Muriel_Lake",1983-11-04,"1983-11-02","1983-11-06","1983","Trawl, Acoustic","5",1983-11-04,197,"MATCH",NA
"44","Muriel_Lake",1983-11-04,"1983-11-02","1983-11-06","1983","Trawl, Acoustic","6",1983-11-04,197,"MATCH",NA
"21","Nimpkish_Lake",1983-06-01,"1983-05-30","1983-06-03","1983","Trawl, Acoustic","1",1983-06-01,198,"MATCH",NA
"21","Nimpkish_Lake",1983-06-01,"1983-05-30","1983-06-03","1983","Trawl, Acoustic","2",1983-06-01,198,"MATCH",NA
"21","Nimpkish_Lake",1983-06-02,"1983-05-31","1983-06-04","1983","Trawl, Acoustic","3",1983-06-01,198,"MATCH",NA
"21","Nimpkish_Lake",1983-06-02,"1983-05-31","1983-06-04","1983","Trawl, Acoustic","4",1983-06-01,198,"MATCH",NA
"21","Nimpkish_Lake",1983-06-03,"1983-06-01","1983-06-05","1983","Trawl, Acoustic","5",1983-06-01,198,"MATCH",NA
"21","Nimpkish_Lake",1983-06-03,"1983-06-01","1983-06-05","1983","Trawl, Acoustic","6",1983-06-01,198,"MATCH",NA
"21","Nimpkish_Lake",1983-06-03,"1983-06-01","1983-06-05","1983","Trawl, Acoustic","7",1983-06-01,198,"MATCH",NA
"21","Nimpkish_Lake",1983-07-21,"1983-07-19","1983-07-23","1983","Trawl, Acoustic","1",1983-07-21,199,"MATCH",NA
"21","Nimpkish_Lake",1983-07-22,"1983-07-20","1983-07-24","1983","Trawl, Acoustic","2",1983-07-21,199,"MATCH",NA
"21","Nimpkish_Lake",1983-07-22,"1983-07-20","1983-07-24","1983","Trawl, Acoustic","3",1983-07-21,199,"MATCH",NA
"21","Nimpkish_Lake",1983-07-22,"1983-07-20","1983-07-24","1983","Trawl, Acoustic","4",1983-07-21,199,"MATCH",NA
"21","Nimpkish_Lake",1983-07-22,"1983-07-20","1983-07-24","1983","Trawl, Acoustic","5",1983-07-21,199,"MATCH",NA
"21","Nimpkish_Lake",1983-07-22,"1983-07-20","1983-07-24","1983","Trawl, Acoustic","6",1983-07-21,199,"MATCH",NA
"21","Nimpkish_Lake",1983-08-26,"1983-08-24","1983-08-28","1983","Trawl, Acoustic","1",1983-08-26,200,"MATCH",NA
"21","Nimpkish_Lake",1983-08-26,"1983-08-24","1983-08-28","1983","Trawl, Acoustic","2",1983-08-26,200,"MATCH",NA
"21","Nimpkish_Lake",1983-08-26,"1983-08-24","1983-08-28","1983","Trawl, Acoustic","3",1983-08-26,200,"MATCH",NA
"21","Nimpkish_Lake",1983-08-27,"1983-08-25","1983-08-29","1983","Trawl, Acoustic","4",1983-08-26,200,"MATCH",NA
"21","Nimpkish_Lake",1983-08-27,"1983-08-25","1983-08-29","1983","Trawl, Acoustic","5",1983-08-26,200,"MATCH",NA
"21","Nimpkish_Lake",1983-08-27,"1983-08-25","1983-08-29","1983","Trawl, Acoustic","6",1983-08-26,200,"MATCH",NA
"110","Port_John_Lake",1983-08-23,"1983-08-21","1983-08-25","1983","Trawl, Acoustic","1",1983-08-23,201,"MATCH",NA
"110","Port_John_Lake",1983-08-23,"1983-08-21","1983-08-25","1983","Trawl, Acoustic","2",1983-08-23,201,"MATCH",NA
"110","Port_John_Lake",1983-08-23,"1983-08-21","1983-08-25","1983","Trawl, Acoustic","3",1983-08-23,201,"MATCH",NA
"110","Port_John_Lake",1983-08-23,"1983-08-21","1983-08-25","1983","Trawl, Acoustic","4",1983-08-23,201,"MATCH",NA
"110","Port_John_Lake",1983-08-23,"1983-08-21","1983-08-25","1983","Trawl, Acoustic","5",1983-08-23,201,"MATCH",NA
"2","Sproat_Lake",1983-08-23,"1983-08-21","1983-08-25","1983","Trawl, Acoustic","1",1983-08-23,202,"MATCH",NA
"2","Sproat_Lake",1983-08-23,"1983-08-21","1983-08-25","1983","Trawl, Acoustic","2",1983-08-23,202,"MATCH",NA
"2","Sproat_Lake",1983-08-23,"1983-08-21","1983-08-25","1983","Trawl, Acoustic","3",1983-08-23,202,"MATCH",NA
"2","Sproat_Lake",1983-08-23,"1983-08-21","1983-08-25","1983","Trawl, Acoustic","4",1983-08-23,202,"MATCH",NA
"2","Sproat_Lake",1983-08-24,"1983-08-22","1983-08-26","1983","Trawl, Acoustic","5",1983-08-23,202,"MATCH",NA
"2","Sproat_Lake",1983-08-24,"1983-08-22","1983-08-26","1983","Trawl, Acoustic","6",1983-08-23,202,"MATCH",NA
"2","Sproat_Lake",1983-08-25,"1983-08-23","1983-08-27","1983","Trawl, Acoustic","7",1983-08-23,202,"MATCH",NA
"2","Sproat_Lake",1983-08-25,"1983-08-23","1983-08-27","1983","Trawl, Acoustic","8",1983-08-23,202,"MATCH",NA
"2","Sproat_Lake",1983-08-25,"1983-08-23","1983-08-27","1983","Trawl, Acoustic","9",1983-08-23,202,"MATCH",NA
"2","Sproat_Lake",1983-11-28,"1983-11-26","1983-11-30","1983","Trawl, Acoustic","1",1983-11-28,203,"MATCH",NA
