"lake_code","lake_name","survey_date_trawl","interval_start","interval_end","ats_year","source_file","survey_date_acoustic","match_status"
"41","Kennedy_Lake_(Main)",1985-12-11,"1985-12-09","1985-12-13","1985","Trawl, Acoustic",1985-12-12,"MATCH"
"41","Kennedy_Lake_(Main)",1985-12-12,"1985-12-10","1985-12-14","1985","Trawl, Acoustic",1985-12-11,"MATCH"
"41","Kennedy_Lake_(Main)",1985-12-12,"1985-12-10","1985-12-14","1985","Trawl, Acoustic",1985-12-12,"MATCH"
"20","Lowe_Lake",1985-09-07,"1985-09-05","1985-09-09","1985","Trawl, Acoustic",1985-09-07,"MATCH"
"20","Lowe_Lake",1985-09-08,"1985-09-06","1985-09-10","1985","Trawl, Acoustic",1985-09-07,"MATCH"
"55","Mathers_Lake",1985-09-03,"1985-09-01","1985-09-05","1985","Trawl, Acoustic",1985-09-03,"MATCH"
"55","Mathers_Lake",1985-09-04,"1985-09-02","1985-09-06","1985","Trawl, Acoustic",1985-09-03,"MATCH"
"118","Megin_Lake",1985-08-26,"1985-08-24","1985-08-28","1985","Trawl, Acoustic",1985-08-24,"MATCH"
"45","Muchalat_Lake",1985-08-23,"1985-08-21","1985-08-25","1985","Trawl, Acoustic",1985-08-22,"MATCH"
"44","Muriel_Lake",1985-06-27,"1985-06-25","1985-06-29","1985","Trawl, Acoustic",1985-06-26,"MATCH"
"44","Muriel_Lake",1985-06-28,"1985-06-26","1985-06-30","1985","Trawl, Acoustic",1985-06-26,"MATCH"
"44","Muriel_Lake",1985-09-16,"1985-09-14","1985-09-18","1985","Trawl, Acoustic",1985-09-16,"MATCH"
"44","Muriel_Lake",1985-09-17,"1985-09-15","1985-09-19","1985","Trawl, Acoustic",1985-09-16,"MATCH"
"44","Muriel_Lake",1985-11-07,"1985-11-05","1985-11-09","1985","Trawl, Acoustic",1985-11-06,"MATCH"
"44","Muriel_Lake",1986-01-20,"1986-01-18","1986-01-22","1985","Trawl, Acoustic",1986-01-21,"MATCH"
"44","Muriel_Lake",1986-01-20,"1986-01-18","1986-01-22","1985","Trawl, Acoustic",1986-01-22,"MATCH"
"44","Muriel_Lake",1986-01-22,"1986-01-20","1986-01-24","1985","Trawl, Acoustic",1986-01-21,"MATCH"
"44","Muriel_Lake",1986-01-22,"1986-01-20","1986-01-24","1985","Trawl, Acoustic",1986-01-22,"MATCH"
"121","Nahwitti_Lake",1985-08-27,"1985-08-25","1985-08-29","1985","Trawl, Acoustic",1985-08-27,"MATCH"
"121","Nahwitti_Lake",1985-08-28,"1985-08-26","1985-08-30","1985","Trawl, Acoustic",1985-08-27,"MATCH"
"21","Nimpkish_Lake",1985-08-26,"1985-08-24","1985-08-28","1985","Trawl, Acoustic",1985-08-26,"MATCH"
"21","Nimpkish_Lake",1985-08-27,"1985-08-25","1985-08-29","1985","Trawl, Acoustic",1985-08-26,"MATCH"
"21","Nimpkish_Lake",1985-11-10,"1985-11-08","1985-11-12","1985","Trawl, Acoustic",1985-11-10,"MATCH"
"21","Nimpkish_Lake",1985-11-10,"1985-11-08","1985-11-12","1985","Trawl, Acoustic",1985-11-11,"MATCH"
"21","Nimpkish_Lake",1985-11-11,"1985-11-09","1985-11-13","1985","Trawl, Acoustic",1985-11-10,"MATCH"
"21","Nimpkish_Lake",1985-11-11,"1985-11-09","1985-11-13","1985","Trawl, Acoustic",1985-11-11,"MATCH"
"59","Phillips_Lake",1985-10-15,"1985-10-13","1985-10-17","1985","Trawl, Acoustic",1985-10-15,"MATCH"
"157","Power_Lake",1985-08-24,"1985-08-22","1985-08-26","1985","Trawl, Acoustic",1985-08-23,"MATCH"
"122","Quatse_Lake",1985-09-14,"1985-09-12","1985-09-16","1985","Trawl, Acoustic",1985-09-14,"MATCH"
"122","Quatse_Lake",1985-09-15,"1985-09-13","1985-09-17","1985","Trawl, Acoustic",1985-09-14,"MATCH"
"2","Sproat_Lake",1985-09-26,"1985-09-24","1985-09-28","1985","Trawl, Acoustic",1985-09-26,"MATCH"
"2","Sproat_Lake",1985-09-26,"1985-09-24","1985-09-28","1985","Trawl, Acoustic",1985-09-27,"MATCH"
"64","Tahltan_Lake",1985-10-26,"1985-10-24","1985-10-28","1985","Trawl, Acoustic",1985-10-25,"MATCH"
"22","Woss_Lake",1985-11-09,"1985-11-07","1985-11-11","1985","Trawl, Acoustic",1985-11-09,"MATCH"
"22","Woss_Lake",1985-11-09,"1985-11-07","1985-11-11","1985","Trawl, Acoustic",1985-11-10,"MATCH"
"69","Yakoun_Lake",1985-09-02,"1985-08-31","1985-09-04","1985","Trawl, Acoustic",1985-09-01,"MATCH"
"161","Brannen_Lake",1986-04-16,"1986-04-14","1986-04-18","1986","Trawl, Acoustic",1986-04-16,"MATCH"
"107","Cheewhat_Lake",1986-08-03,"1986-08-01","1986-08-05","1986","Trawl, Acoustic",1986-08-02,"MATCH"
"107","Cheewhat_Lake",1986-09-27,"1986-09-25","1986-09-29","1986","Trawl, Acoustic",1986-09-27,"MATCH"
"107","Cheewhat_Lake",1986-09-28,"1986-09-26","1986-09-30","1986","Trawl, Acoustic",1986-09-27,"MATCH"
"107","Cheewhat_Lake",1986-12-16,"1986-12-14","1986-12-18","1986","Trawl, Acoustic",1986-12-16,"MATCH"
"29","Devon_Lake",1986-09-07,"1986-09-05","1986-09-09","1986","Trawl, Acoustic",1986-09-07,"MATCH"
"29","Devon_Lake",1986-09-07,"1986-09-05","1986-09-09","1986","Trawl, Acoustic",1986-09-08,"MATCH"
"29","Devon_Lake",1986-09-08,"1986-09-06","1986-09-10","1986","Trawl, Acoustic",1986-09-07,"MATCH"
"29","Devon_Lake",1986-09-08,"1986-09-06","1986-09-10","1986","Trawl, Acoustic",1986-09-08,"MATCH"
"25","Eden_Lake",1986-09-07,"1986-09-05","1986-09-09","1986","Trawl, Acoustic",1986-09-06,"MATCH"
"25","Eden_Lake",1986-09-07,"1986-09-05","1986-09-09","1986","Trawl, Acoustic",1986-09-07,"MATCH"
"1","Great_Central_Lake",1986-10-02,"1986-09-30","1986-10-04","1986","Trawl, Acoustic",1986-10-02,"MATCH"
"1","Great_Central_Lake",1986-10-02,"1986-09-30","1986-10-04","1986","Trawl, Acoustic",1986-10-03,"MATCH"
"1","Great_Central_Lake",1986-10-03,"1986-10-01","1986-10-05","1986","Trawl, Acoustic",1986-10-02,"MATCH"
"1","Great_Central_Lake",1986-10-03,"1986-10-01","1986-10-05","1986","Trawl, Acoustic",1986-10-03,"MATCH"
"3","Henderson_Lake",1986-08-30,"1986-08-28","1986-09-01","1986","Trawl, Acoustic",1986-08-29,"MATCH"
"3","Henderson_Lake",1986-08-30,"1986-08-28","1986-09-01","1986","Trawl, Acoustic",1986-08-30,"MATCH"
"3","Henderson_Lake",1986-08-31,"1986-08-29","1986-09-02","1986","Trawl, Acoustic",1986-08-29,"MATCH"
"3","Henderson_Lake",1986-08-31,"1986-08-29","1986-09-02","1986","Trawl, Acoustic",1986-08-30,"MATCH"
"3","Henderson_Lake",1986-09-23,"1986-09-21","1986-09-25","1986","Trawl, Acoustic",1986-09-24,"MATCH"
"3","Henderson_Lake",1986-09-24,"1986-09-22","1986-09-26","1986","Trawl, Acoustic",1986-09-24,"MATCH"
"3","Henderson_Lake",1986-12-02,"1986-11-30","1986-12-04","1986","Trawl, Acoustic",1986-12-02,"MATCH"
"50","Heydon_Lake",1986-09-12,"1986-09-10","1986-09-14","1986","Trawl, Acoustic",1986-09-11,"MATCH"
"6","Hobiton_Lake",1986-06-06,"1986-06-04","1986-06-08","1986","Trawl, Acoustic",1986-06-05,"MATCH"
"6","Hobiton_Lake",1986-08-31,"1986-08-29","1986-09-02","1986","Trawl, Acoustic",1986-08-30,"MATCH"
"6","Hobiton_Lake",1986-08-31,"1986-08-29","1986-09-02","1986","Trawl, Acoustic",1986-08-31,"MATCH"
"6","Hobiton_Lake",1986-09-01,"1986-08-30","1986-09-03","1986","Trawl, Acoustic",1986-08-30,"MATCH"
"6","Hobiton_Lake",1986-09-01,"1986-08-30","1986-09-03","1986","Trawl, Acoustic",1986-08-31,"MATCH"
"6","Hobiton_Lake",1986-09-27,"1986-09-25","1986-09-29","1986","Trawl, Acoustic",1986-09-26,"MATCH"
"6","Hobiton_Lake",1986-09-27,"1986-09-25","1986-09-29","1986","Trawl, Acoustic",1986-09-27,"MATCH"
"6","Hobiton_Lake",1986-12-15,"1986-12-13","1986-12-17","1986","Trawl, Acoustic",1986-12-15,"MATCH"
"6","Hobiton_Lake",1986-12-16,"1986-12-14","1986-12-18","1986","Trawl, Acoustic",1986-12-15,"MATCH"
"26","Ian_Lake",1986-09-06,"1986-09-04","1986-09-08","1986","Trawl, Acoustic",1986-09-05,"MATCH"
"26","Ian_Lake",1986-09-06,"1986-09-04","1986-09-08","1986","Trawl, Acoustic",1986-09-06,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-06-26,"1986-06-24","1986-06-28","1986","Trawl, Acoustic",1986-06-25,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-08-26,"1986-08-24","1986-08-28","1986","Trawl, Acoustic",1986-08-26,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-08-27,"1986-08-25","1986-08-29","1986","Trawl, Acoustic",1986-08-26,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-09-16,"1986-09-14","1986-09-18","1986","Trawl, Acoustic",1986-09-16,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-09-16,"1986-09-14","1986-09-18","1986","Trawl, Acoustic",1986-09-17,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-09-17,"1986-09-15","1986-09-19","1986","Trawl, Acoustic",1986-09-16,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-09-17,"1986-09-15","1986-09-19","1986","Trawl, Acoustic",1986-09-17,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-09-18,"1986-09-16","1986-09-20","1986","Trawl, Acoustic",1986-09-16,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-09-18,"1986-09-16","1986-09-20","1986","Trawl, Acoustic",1986-09-17,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-10-09,"1986-10-07","1986-10-11","1986","Trawl, Acoustic",1986-10-08,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-10-09,"1986-10-07","1986-10-11","1986","Trawl, Acoustic",1986-10-09,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-10-10,"1986-10-08","1986-10-12","1986","Trawl, Acoustic",1986-10-08,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-10-10,"1986-10-08","1986-10-12","1986","Trawl, Acoustic",1986-10-09,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-10-11,"1986-10-09","1986-10-13","1986","Trawl, Acoustic",1986-10-09,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-11-19,"1986-11-17","1986-11-21","1986","Trawl, Acoustic",1986-11-19,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-11-19,"1986-11-17","1986-11-21","1986","Trawl, Acoustic",1986-11-20,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-11-20,"1986-11-18","1986-11-22","1986","Trawl, Acoustic",1986-11-19,"MATCH"
"40","Kennedy_Lake_(Clay)",1986-11-20,"1986-11-18","1986-11-22","1986","Trawl, Acoustic",1986-11-20,"MATCH"
"40","Kennedy_Lake_(Clay)",1987-02-26,"1987-02-24","1987-02-28","1986","Trawl, Acoustic",1987-02-26,"MATCH"
"41","Kennedy_Lake_(Main)",1986-06-26,"1986-06-24","1986-06-28","1986","Trawl, Acoustic",1986-06-26,"MATCH"
"41","Kennedy_Lake_(Main)",1986-06-27,"1986-06-25","1986-06-29","1986","Trawl, Acoustic",1986-06-26,"MATCH"
"41","Kennedy_Lake_(Main)",1986-09-18,"1986-09-16","1986-09-20","1986","Trawl, Acoustic",1986-09-18,"MATCH"
"41","Kennedy_Lake_(Main)",1986-09-18,"1986-09-16","1986-09-20","1986","Trawl, Acoustic",1986-09-19,"MATCH"
"41","Kennedy_Lake_(Main)",1986-09-19,"1986-09-17","1986-09-21","1986","Trawl, Acoustic",1986-09-18,"MATCH"
"41","Kennedy_Lake_(Main)",1986-09-19,"1986-09-17","1986-09-21","1986","Trawl, Acoustic",1986-09-19,"MATCH"
"41","Kennedy_Lake_(Main)",1986-10-09,"1986-10-07","1986-10-11","1986","Trawl, Acoustic",1986-10-07,"MATCH"
"41","Kennedy_Lake_(Main)",1986-10-09,"1986-10-07","1986-10-11","1986","Trawl, Acoustic",1986-10-08,"MATCH"
"41","Kennedy_Lake_(Main)",1986-10-09,"1986-10-07","1986-10-11","1986","Trawl, Acoustic",1986-10-09,"MATCH"
"41","Kennedy_Lake_(Main)",1986-11-20,"1986-11-18","1986-11-22","1986","Trawl, Acoustic",1986-11-19,"MATCH"
"41","Kennedy_Lake_(Main)",1986-11-20,"1986-11-18","1986-11-22","1986","Trawl, Acoustic",1986-11-20,"MATCH"
"41","Kennedy_Lake_(Main)",1986-11-20,"1986-11-18","1986-11-22","1986","Trawl, Acoustic",1986-11-21,"MATCH"
"41","Kennedy_Lake_(Main)",1986-11-21,"1986-11-19","1986-11-23","1986","Trawl, Acoustic",1986-11-19,"MATCH"
"41","Kennedy_Lake_(Main)",1986-11-21,"1986-11-19","1986-11-23","1986","Trawl, Acoustic",1986-11-20,"MATCH"
"41","Kennedy_Lake_(Main)",1986-11-21,"1986-11-19","1986-11-23","1986","Trawl, Acoustic",1986-11-21,"MATCH"
"41","Kennedy_Lake_(Main)",1987-02-25,"1987-02-23","1987-02-27","1986","Trawl, Acoustic",1987-02-26,"MATCH"
"41","Kennedy_Lake_(Main)",1987-02-26,"1987-02-24","1987-02-28","1986","Trawl, Acoustic",1987-02-26,"MATCH"
"32","Mercer_Lake",1986-08-14,"1986-08-12","1986-08-16","1986","Trawl, Acoustic",1986-08-14,"MATCH"
"32","Mercer_Lake",1986-08-15,"1986-08-13","1986-08-17","1986","Trawl, Acoustic",1986-08-14,"MATCH"
"45","Muchalat_Lake",1986-11-06,"1986-11-04","1986-11-08","1986","Trawl, Acoustic",1986-11-06,"MATCH"
"45","Muchalat_Lake",1986-11-06,"1986-11-04","1986-11-08","1986","Trawl, Acoustic",1986-11-07,"MATCH"
"44","Muriel_Lake",1986-07-26,"1986-07-24","1986-07-28","1986","Trawl, Acoustic",1986-07-24,"MATCH"
"44","Muriel_Lake",1986-08-22,"1986-08-20","1986-08-24","1986","Trawl, Acoustic",1986-08-20,"MATCH"
"44","Muriel_Lake",1986-10-27,"1986-10-25","1986-10-29","1986","Trawl, Acoustic",1986-10-27,"MATCH"
"44","Muriel_Lake",1986-10-28,"1986-10-26","1986-10-30","1986","Trawl, Acoustic",1986-10-27,"MATCH"
"153","Nahmint_Lake",1986-09-25,"1986-09-23","1986-09-27","1986","Trawl, Acoustic",1986-09-25,"MATCH"
"21","Nimpkish_Lake",1986-07-27,"1986-07-25","1986-07-29","1986","Trawl, Acoustic",1986-07-27,"MATCH"
"21","Nimpkish_Lake",1986-07-27,"1986-07-25","1986-07-29","1986","Trawl, Acoustic",1986-07-28,"MATCH"
"21","Nimpkish_Lake",1986-07-28,"1986-07-26","1986-07-30","1986","Trawl, Acoustic",1986-07-27,"MATCH"
"21","Nimpkish_Lake",1986-07-28,"1986-07-26","1986-07-30","1986","Trawl, Acoustic",1986-07-28,"MATCH"
"21","Nimpkish_Lake",1986-07-29,"1986-07-27","1986-07-31","1986","Trawl, Acoustic",1986-07-27,"MATCH"
"21","Nimpkish_Lake",1986-07-29,"1986-07-27","1986-07-31","1986","Trawl, Acoustic",1986-07-28,"MATCH"
"59","Phillips_Lake",1986-08-22,"1986-08-20","1986-08-24","1986","Trawl, Acoustic",1986-08-22,"MATCH"
"122","Quatse_Lake",1986-08-02,"1986-07-31","1986-08-04","1986","Trawl, Acoustic",1986-08-01,"MATCH"
"122","Quatse_Lake",1986-11-07,"1986-11-05","1986-11-09","1986","Trawl, Acoustic",1986-11-07,"MATCH"
"2","Sproat_Lake",1986-08-27,"1986-08-25","1986-08-29","1986","Trawl, Acoustic",1986-08-27,"MATCH"
"2","Sproat_Lake",1986-08-27,"1986-08-25","1986-08-29","1986","Trawl, Acoustic",1986-08-28,"MATCH"
"2","Sproat_Lake",1986-08-28,"1986-08-26","1986-08-30","1986","Trawl, Acoustic",1986-08-27,"MATCH"
"2","Sproat_Lake",1986-08-28,"1986-08-26","1986-08-30","1986","Trawl, Acoustic",1986-08-28,"MATCH"
"2","Sproat_Lake",1986-08-29,"1986-08-27","1986-08-31","1986","Trawl, Acoustic",1986-08-27,"MATCH"
"2","Sproat_Lake",1986-08-29,"1986-08-27","1986-08-31","1986","Trawl, Acoustic",1986-08-28,"MATCH"
"2","Sproat_Lake",1986-10-30,"1986-10-28","1986-11-01","1986","Trawl, Acoustic",1986-10-30,"MATCH"
"2","Sproat_Lake",1986-10-31,"1986-10-29","1986-11-02","1986","Trawl, Acoustic",1986-10-30,"MATCH"
"2","Sproat_Lake",1987-02-23,"1987-02-21","1987-02-25","1986","Trawl, Acoustic",1987-02-23,"MATCH"
"2","Sproat_Lake",1987-02-24,"1987-02-22","1987-02-26","1986","Trawl, Acoustic",1987-02-23,"MATCH"
"23","Vernon_Lake",1986-07-25,"1986-07-23","1986-07-27","1986","Trawl, Acoustic",1986-07-25,"MATCH"
"23","Vernon_Lake",1986-07-26,"1986-07-24","1986-07-28","1986","Trawl, Acoustic",1986-07-25,"MATCH"
"22","Woss_Lake",1986-07-26,"1986-07-24","1986-07-28","1986","Trawl, Acoustic",1986-07-26,"MATCH"
"22","Woss_Lake",1986-07-26,"1986-07-24","1986-07-28","1986","Trawl, Acoustic",1986-07-27,"MATCH"
"22","Woss_Lake",1986-07-27,"1986-07-25","1986-07-29","1986","Trawl, Acoustic",1986-07-26,"MATCH"
"22","Woss_Lake",1986-07-27,"1986-07-25","1986-07-29","1986","Trawl, Acoustic",1986-07-27,"MATCH"
"69","Yakoun_Lake",1986-08-13,"1986-08-11","1986-08-15","1986","Trawl, Acoustic",1986-08-12,"MATCH"
"69","Yakoun_Lake",1986-08-13,"1986-08-11","1986-08-15","1986","Trawl, Acoustic",1986-08-13,"MATCH"
"69","Yakoun_Lake",1986-08-14,"1986-08-12","1986-08-16","1986","Trawl, Acoustic",1986-08-12,"MATCH"
"69","Yakoun_Lake",1986-08-14,"1986-08-12","1986-08-16","1986","Trawl, Acoustic",1986-08-13,"MATCH"
"107","Cheewhat_Lake",1987-04-21,"1987-04-19","1987-04-23","1987","Trawl, Acoustic",1987-04-21,"MATCH"
"107","Cheewhat_Lake",1987-06-11,"1987-06-09","1987-06-13","1987","Trawl, Acoustic",1987-06-11,"MATCH"
"107","Cheewhat_Lake",1987-06-12,"1987-06-10","1987-06-14","1987","Trawl, Acoustic",1987-06-11,"MATCH"
"107","Cheewhat_Lake",1987-08-15,"1987-08-13","1987-08-17","1987","Trawl, Acoustic",1987-08-15,"MATCH"
"107","Cheewhat_Lake",1987-08-16,"1987-08-14","1987-08-18","1987","Trawl, Acoustic",1987-08-15,"MATCH"
"107","Cheewhat_Lake",1987-10-18,"1987-10-16","1987-10-20","1987","Trawl, Acoustic",1987-10-18,"MATCH"
"107","Cheewhat_Lake",1987-11-26,"1987-11-24","1987-11-28","1987","Trawl, Acoustic",1987-11-26,"MATCH"
"107","Cheewhat_Lake",1988-02-28,"1988-02-26","1988-03-01","1987","Trawl, Acoustic",1988-02-28,"MATCH"
"29","Devon_Lake",1987-07-30,"1987-07-28","1987-08-01","1987","Trawl, Acoustic",1987-07-30,"MATCH"
"29","Devon_Lake",1987-07-31,"1987-07-29","1987-08-02","1987","Trawl, Acoustic",1987-07-30,"MATCH"
"1","Great_Central_Lake",1987-09-23,"1987-09-21","1987-09-25","1987","Trawl, Acoustic",1987-09-23,"MATCH"
"1","Great_Central_Lake",1987-09-24,"1987-09-22","1987-09-26","1987","Trawl, Acoustic",1987-09-23,"MATCH"
"1","Great_Central_Lake",1988-01-26,"1988-01-24","1988-01-28","1987","Trawl, Acoustic",1988-01-26,"MATCH"
"1","Great_Central_Lake",1988-01-27,"1988-01-25","1988-01-29","1987","Trawl, Acoustic",1988-01-26,"MATCH"
"3","Henderson_Lake",1987-07-09,"1987-07-07","1987-07-11","1987","Trawl, Acoustic",1987-07-10,"MATCH"
"3","Henderson_Lake",1987-07-10,"1987-07-08","1987-07-12","1987","Trawl, Acoustic",1987-07-10,"MATCH"
"3","Henderson_Lake",1987-09-15,"1987-09-13","1987-09-17","1987","Trawl, Acoustic",1987-09-16,"MATCH"
"3","Henderson_Lake",1987-09-16,"1987-09-14","1987-09-18","1987","Trawl, Acoustic",1987-09-16,"MATCH"
"3","Henderson_Lake",1987-09-17,"1987-09-15","1987-09-19","1987","Trawl, Acoustic",1987-09-16,"MATCH"
"3","Henderson_Lake",1988-02-29,"1988-02-27","1988-03-02","1987","Trawl, Acoustic",1988-02-29,"MATCH"
"3","Henderson_Lake",1988-03-01,"1988-02-28","1988-03-03","1987","Trawl, Acoustic",1988-02-29,"MATCH"
"50","Heydon_Lake",1987-09-08,"1987-09-06","1987-09-10","1987","Trawl, Acoustic",1987-09-07,"MATCH"
"6","Hobiton_Lake",1987-04-21,"1987-04-19","1987-04-23","1987","Trawl, Acoustic",1987-04-20,"MATCH"
"6","Hobiton_Lake",1987-05-13,"1987-05-11","1987-05-15","1987","Trawl, Acoustic",1987-05-12,"MATCH"
"6","Hobiton_Lake",1987-06-11,"1987-06-09","1987-06-13","1987","Trawl, Acoustic",1987-06-10,"MATCH"
"6","Hobiton_Lake",1987-06-18,"1987-06-16","1987-06-20","1987","Trawl, Acoustic",1987-06-18,"MATCH"
"6","Hobiton_Lake",1987-06-19,"1987-06-17","1987-06-21","1987","Trawl, Acoustic",1987-06-18,"MATCH"
"6","Hobiton_Lake",1987-06-29,"1987-06-27","1987-07-01","1987","Trawl, Acoustic",1987-06-29,"MATCH"
"6","Hobiton_Lake",1987-06-30,"1987-06-28","1987-07-02","1987","Trawl, Acoustic",1987-06-29,"MATCH"
"6","Hobiton_Lake",1987-07-11,"1987-07-09","1987-07-13","1987","Trawl, Acoustic",1987-07-11,"MATCH"
"6","Hobiton_Lake",1987-07-23,"1987-07-21","1987-07-25","1987","Trawl, Acoustic",1987-07-23,"MATCH"
"6","Hobiton_Lake",1987-07-24,"1987-07-22","1987-07-26","1987","Trawl, Acoustic",1987-07-23,"MATCH"
"6","Hobiton_Lake",1987-08-13,"1987-08-11","1987-08-15","1987","Trawl, Acoustic",1987-08-13,"MATCH"
"6","Hobiton_Lake",1987-08-14,"1987-08-12","1987-08-16","1987","Trawl, Acoustic",1987-08-13,"MATCH"
"6","Hobiton_Lake",1987-08-15,"1987-08-13","1987-08-17","1987","Trawl, Acoustic",1987-08-13,"MATCH"
"6","Hobiton_Lake",1987-09-26,"1987-09-24","1987-09-28","1987","Trawl, Acoustic",1987-09-25,"MATCH"
"6","Hobiton_Lake",1987-09-27,"1987-09-25","1987-09-29","1987","Trawl, Acoustic",1987-09-25,"MATCH"
"6","Hobiton_Lake",1987-10-18,"1987-10-16","1987-10-20","1987","Trawl, Acoustic",1987-10-17,"MATCH"
"6","Hobiton_Lake",1987-11-25,"1987-11-23","1987-11-27","1987","Trawl, Acoustic",1987-11-25,"MATCH"
"6","Hobiton_Lake",1987-11-26,"1987-11-24","1987-11-28","1987","Trawl, Acoustic",1987-11-25,"MATCH"
"6","Hobiton_Lake",1988-02-26,"1988-02-24","1988-02-28","1987","Trawl, Acoustic",1988-02-26,"MATCH"
"6","Hobiton_Lake",1988-02-27,"1988-02-25","1988-02-29","1987","Trawl, Acoustic",1988-02-26,"MATCH"
"40","Kennedy_Lake_(Clay)",1987-04-22,"1987-04-20","1987-04-24","1987","Trawl, Acoustic",1987-04-22,"MATCH"
"40","Kennedy_Lake_(Clay)",1987-04-23,"1987-04-21","1987-04-25","1987","Trawl, Acoustic",1987-04-22,"MATCH"
"40","Kennedy_Lake_(Clay)",1987-06-19,"1987-06-17","1987-06-21","1987","Trawl, Acoustic",1987-06-19,"MATCH"
"40","Kennedy_Lake_(Clay)",1987-06-20,"1987-06-18","1987-06-22","1987","Trawl, Acoustic",1987-06-19,"MATCH"
"40","Kennedy_Lake_(Clay)",1987-08-16,"1987-08-14","1987-08-18","1987","Trawl, Acoustic",1987-08-16,"MATCH"
"40","Kennedy_Lake_(Clay)",1987-08-17,"1987-08-15","1987-08-19","1987","Trawl, Acoustic",1987-08-16,"MATCH"
"40","Kennedy_Lake_(Clay)",1987-11-13,"1987-11-11","1987-11-15","1987","Trawl, Acoustic",1987-11-14,"MATCH"
"40","Kennedy_Lake_(Clay)",1987-11-14,"1987-11-12","1987-11-16","1987","Trawl, Acoustic",1987-11-14,"MATCH"
"40","Kennedy_Lake_(Clay)",1988-03-06,"1988-03-04","1988-03-08","1987","Trawl, Acoustic",1988-03-06,"MATCH"
"40","Kennedy_Lake_(Clay)",1988-03-07,"1988-03-05","1988-03-09","1987","Trawl, Acoustic",1988-03-06,"MATCH"
"41","Kennedy_Lake_(Main)",1987-04-23,"1987-04-21","1987-04-25","1987","Trawl, Acoustic",1987-04-23,"MATCH"
"41","Kennedy_Lake_(Main)",1987-04-23,"1987-04-21","1987-04-25","1987","Trawl, Acoustic",1987-04-24,"MATCH"
"41","Kennedy_Lake_(Main)",1987-04-24,"1987-04-22","1987-04-26","1987","Trawl, Acoustic",1987-04-23,"MATCH"
"41","Kennedy_Lake_(Main)",1987-04-24,"1987-04-22","1987-04-26","1987","Trawl, Acoustic",1987-04-24,"MATCH"
"41","Kennedy_Lake_(Main)",1987-11-14,"1987-11-12","1987-11-16","1987","Trawl, Acoustic",1987-11-14,"MATCH"
"41","Kennedy_Lake_(Main)",1987-11-15,"1987-11-13","1987-11-17","1987","Trawl, Acoustic",1987-11-14,"MATCH"
"41","Kennedy_Lake_(Main)",1988-03-07,"1988-03-05","1988-03-09","1987","Trawl, Acoustic",1988-03-07,"MATCH"
"118","Megin_Lake",1987-11-29,"1987-11-27","1987-12-01","1987","Trawl, Acoustic",1987-11-28,"MATCH"
"45","Muchalat_Lake",1987-07-13,"1987-07-11","1987-07-15","1987","Trawl, Acoustic",1987-07-13,"MATCH"
"44","Muriel_Lake",1987-04-24,"1987-04-22","1987-04-26","1987","Trawl, Acoustic",1987-04-24,"MATCH"
"44","Muriel_Lake",1987-04-25,"1987-04-23","1987-04-27","1987","Trawl, Acoustic",1987-04-24,"MATCH"
"44","Muriel_Lake",1987-06-27,"1987-06-25","1987-06-29","1987","Trawl, Acoustic",1987-06-27,"MATCH"
"44","Muriel_Lake",1987-06-28,"1987-06-26","1987-06-30","1987","Trawl, Acoustic",1987-06-27,"MATCH"
"44","Muriel_Lake",1987-08-17,"1987-08-15","1987-08-19","1987","Trawl, Acoustic",1987-08-17,"MATCH"
"44","Muriel_Lake",1987-08-18,"1987-08-16","1987-08-20","1987","Trawl, Acoustic",1987-08-17,"MATCH"
"44","Muriel_Lake",1987-10-20,"1987-10-18","1987-10-22","1987","Trawl, Acoustic",1987-10-20,"MATCH"
"44","Muriel_Lake",1987-10-21,"1987-10-19","1987-10-23","1987","Trawl, Acoustic",1987-10-20,"MATCH"
"44","Muriel_Lake",1987-11-11,"1987-11-09","1987-11-13","1987","Trawl, Acoustic",1987-11-11,"MATCH"
"44","Muriel_Lake",1987-11-12,"1987-11-10","1987-11-14","1987","Trawl, Acoustic",1987-11-11,"MATCH"
"44","Muriel_Lake",1987-11-13,"1987-11-11","1987-11-15","1987","Trawl, Acoustic",1987-11-11,"MATCH"
"44","Muriel_Lake",1988-03-03,"1988-03-01","1988-03-05","1987","Trawl, Acoustic",1988-03-03,"MATCH"
